Episode,Rollout,Batch,A1,R1O1,R1O2,A2,R2O1,R2O2
49,0,0,1,1,3,2,1,3
49,0,1,1,1,3,2,1,3
49,0,2,2,0,4,2,0,4
49,0,3,2,0,4,2,0,4
49,0,4,1,1,3,2,1,3
49,0,5,1,1,3,2,1,3
49,0,6,1,1,3,2,1,3
49,0,7,1,1,3,2,1,3
49,0,8,2,0,4,2,0,4
49,0,9,2,1,3,1,1,3
49,0,10,2,1,3,1,1,3
49,0,11,1,1,3,2,1,3
49,0,12,2,0,4,2,0,4
49,0,13,2,1,3,1,1,3
49,0,14,2,0,4,2,0,4
49,0,15,1,1,3,2,1,3
49,0,16,2,0,4,2,0,4
49,0,17,2,2,2,0,2,2
49,0,18,2,1,3,1,1,3
49,0,19,1,1,3,2,1,3
49,0,20,1,1,3,2,1,3
49,0,21,1,1,3,2,1,3
49,0,22,1,2,2,1,2,2
49,0,23,1,2,2,1,2,2
49,0,24,2,0,4,2,0,4
49,0,25,1,1,3,2,1,3
49,0,26,1,1,3,2,1,3
49,0,27,1,2,2,1,2,2
49,0,28,1,1,3,2,1,3
49,0,29,1,1,3,2,1,3
49,0,30,2,1,3,1,1,3
49,0,31,0,3,1,1,3,1
49,0,32,2,2,2,0,2,2
49,0,33,2,0,4,2,0,4
49,0,34,2,2,2,0,2,2
49,0,35,1,2,2,1,2,2
49,0,36,1,1,3,2,1,3
49,0,37,1,2,2,1,2,2
49,0,38,2,0,4,2,0,4
49,0,39,2,1,3,1,1,3
49,0,40,0,2,2,2,2,2
49,0,41,2,0,4,2,0,4
49,0,42,0,2,2,2,2,2
49,0,43,2,1,3,1,1,3
49,0,44,0,2,2,2,2,2
49,0,45,2,0,4,2,0,4
49,0,46,1,1,3,2,1,3
49,0,47,2,1,3,1,1,3
49,0,48,1,1,3,2,1,3
49,0,49,1,2,2,1,2,2
49,0,50,1,1,3,2,1,3
49,0,51,2,0,4,2,0,4
49,0,52,2,0,4,2,0,4
49,0,53,1,1,3,2,1,3
49,0,54,1,2,2,1,2,2
49,0,55,1,1,3,2,1,3
49,0,56,1,1,3,2,1,3
49,0,57,2,0,4,2,0,4
49,0,58,1,1,3,2,1,3
49,0,59,1,2,2,1,2,2
49,0,60,1,2,2,1,2,2
49,0,61,2,0,4,2,0,4
49,0,62,0,2,2,2,2,2
49,0,63,2,1,3,1,1,3
49,1,0,1,3,1,0,3,1
49,1,1,1,1,3,2,1,3
49,1,2,2,1,3,1,1,3
49,1,3,1,2,2,1,2,2
49,1,4,0,3,1,1,3,1
49,1,5,2,0,4,2,0,4
49,1,6,1,2,2,1,2,2
49,1,7,1,1,3,2,1,3
49,1,8,1,2,2,1,2,2
49,1,9,2,0,4,2,0,4
49,1,10,2,0,4,2,0,4
49,1,11,1,3,1,0,3,1
49,1,12,2,1,3,1,1,3
49,1,13,0,2,2,2,2,2
49,1,14,1,3,1,0,3,1
49,1,15,2,0,4,2,0,4
49,1,16,1,3,1,0,3,1
49,1,17,2,1,3,1,1,3
49,1,18,2,1,3,1,1,3
49,1,19,1,1,3,2,1,3
49,1,20,2,0,4,2,0,4
49,1,21,2,1,3,1,1,3
49,1,22,2,0,4,2,0,4
49,1,23,1,1,3,2,1,3
49,1,24,1,3,1,0,3,1
49,1,25,1,1,3,2,1,3
49,1,26,1,1,3,2,1,3
49,1,27,1,3,1,0,3,1
49,1,28,2,1,3,1,1,3
49,1,29,1,1,3,2,1,3
49,1,30,2,0,4,2,0,4
49,1,31,1,1,3,2,1,3
49,1,32,1,1,3,2,1,3
49,1,33,1,1,3,2,1,3
49,1,34,2,2,2,0,2,2
49,1,35,1,2,2,1,2,2
49,1,36,2,1,3,1,1,3
49,1,37,2,2,2,0,2,2
49,1,38,1,1,3,2,1,3
49,1,39,2,0,4,2,0,4
49,1,40,2,1,3,1,1,3
49,1,41,1,1,3,2,1,3
49,1,42,1,2,2,1,2,2
49,1,43,1,2,2,1,2,2
49,1,44,1,3,1,0,3,1
49,1,45,1,1,3,2,1,3
49,1,46,2,1,3,1,1,3
49,1,47,1,1,3,2,1,3
49,1,48,1,2,2,1,2,2
49,1,49,1,2,2,1,2,2
49,1,50,2,0,4,2,0,4
49,1,51,2,1,3,1,1,3
49,1,52,2,1,3,1,1,3
49,1,53,1,3,1,0,3,1
49,1,54,1,1,3,2,1,3
49,1,55,2,1,3,1,1,3
49,1,56,2,0,4,2,0,4
49,1,57,1,1,3,2,1,3
49,1,58,0,2,2,2,2,2
49,1,59,0,3,1,1,3,1
49,1,60,0,2,2,2,2,2
49,1,61,1,2,2,1,2,2
49,1,62,2,1,3,1,1,3
49,1,63,1,1,3,2,1,3
49,2,0,2,0,4,2,0,4
49,2,1,1,1,3,2,1,3
49,2,2,2,0,4,2,0,4
49,2,3,1,2,2,1,2,2
49,2,4,1,1,3,2,1,3
49,2,5,1,1,3,2,1,3
49,2,6,2,0,4,2,0,4
49,2,7,1,1,3,2,1,3
49,2,8,2,1,3,1,1,3
49,2,9,1,1,3,2,1,3
49,2,10,0,2,2,2,2,2
49,2,11,2,1,3,1,1,3
49,2,12,1,2,2,1,2,2
49,2,13,2,1,3,1,1,3
49,2,14,2,0,4,2,0,4
49,2,15,2,0,4,2,0,4
49,2,16,2,1,3,1,1,3
49,2,17,2,0,4,2,0,4
49,2,18,0,3,1,1,3,1
49,2,19,1,1,3,2,1,3
49,2,20,1,1,3,2,1,3
49,2,21,2,1,3,1,1,3
49,2,22,1,1,3,2,1,3
49,2,23,0,3,1,1,3,1
49,2,24,1,2,2,1,2,2
49,2,25,2,0,4,2,0,4
49,2,26,2,2,2,0,2,2
49,2,27,2,1,3,1,1,3
49,2,28,1,1,3,2,1,3
49,2,29,2,1,3,1,1,3
49,2,30,2,1,3,1,1,3
49,2,31,2,0,4,2,0,4
49,2,32,1,2,2,1,2,2
49,2,33,0,3,1,1,3,1
49,2,34,2,0,4,2,0,4
49,2,35,1,2,2,1,2,2
49,2,36,2,0,4,2,0,4
49,2,37,0,3,1,1,3,1
49,2,38,1,1,3,2,1,3
49,2,39,1,1,3,2,1,3
49,2,40,2,1,3,1,1,3
49,2,41,1,2,2,1,2,2
49,2,42,1,1,3,2,1,3
49,2,43,1,2,2,1,2,2
49,2,44,2,1,3,1,1,3
49,2,45,1,1,3,2,1,3
49,2,46,2,0,4,2,0,4
49,2,47,1,1,3,2,1,3
49,2,48,2,0,4,2,0,4
49,2,49,1,1,3,2,1,3
49,2,50,1,1,3,2,1,3
49,2,51,1,1,3,2,1,3
49,2,52,0,3,1,1,3,1
49,2,53,1,3,1,0,3,1
49,2,54,1,2,2,1,2,2
49,2,55,2,2,2,0,2,2
49,2,56,0,2,2,2,2,2
49,2,57,2,0,4,2,0,4
49,2,58,2,1,3,1,1,3
49,2,59,2,0,4,2,0,4
49,2,60,2,0,4,2,0,4
49,2,61,1,1,3,2,1,3
49,2,62,1,1,3,2,1,3
49,2,63,1,2,2,1,2,2
49,3,0,1,2,2,1,2,2
49,3,1,1,2,2,1,2,2
49,3,2,1,1,3,2,1,3
49,3,3,2,0,4,2,0,4
49,3,4,1,2,2,1,2,2
49,3,5,2,1,3,1,1,3
49,3,6,1,1,3,2,1,3
49,3,7,1,1,3,2,1,3
49,3,8,1,2,2,1,2,2
49,3,9,1,1,3,2,1,3
49,3,10,1,1,3,2,1,3
49,3,11,2,0,4,2,0,4
49,3,12,1,1,3,2,1,3
49,3,13,2,1,3,1,1,3
49,3,14,2,0,4,2,0,4
49,3,15,1,2,2,1,2,2
49,3,16,2,0,4,2,0,4
49,3,17,2,0,4,2,0,4
49,3,18,2,2,2,0,2,2
49,3,19,2,0,4,2,0,4
49,3,20,1,2,2,1,2,2
49,3,21,1,1,3,2,1,3
49,3,22,1,2,2,1,2,2
49,3,23,1,2,2,1,2,2
49,3,24,1,3,1,0,3,1
49,3,25,1,2,2,1,2,2
49,3,26,1,2,2,1,2,2
49,3,27,2,0,4,2,0,4
49,3,28,2,1,3,1,1,3
49,3,29,2,2,2,0,2,2
49,3,30,2,1,3,1,1,3
49,3,31,1,1,3,2,1,3
49,3,32,2,1,3,1,1,3
49,3,33,2,0,4,2,0,4
49,3,34,2,1,3,1,1,3
49,3,35,1,2,2,1,2,2
49,3,36,1,1,3,2,1,3
49,3,37,1,1,3,2,1,3
49,3,38,1,1,3,2,1,3
49,3,39,1,1,3,2,1,3
49,3,40,1,2,2,1,2,2
49,3,41,2,2,2,0,2,2
49,3,42,2,1,3,1,1,3
49,3,43,1,3,1,0,3,1
49,3,44,2,0,4,2,0,4
49,3,45,1,2,2,1,2,2
49,3,46,2,1,3,1,1,3
49,3,47,1,2,2,1,2,2
49,3,48,1,2,2,1,2,2
49,3,49,2,2,2,0,2,2
49,3,50,2,0,4,2,0,4
49,3,51,2,0,4,2,0,4
49,3,52,1,1,3,2,1,3
49,3,53,1,1,3,2,1,3
49,3,54,1,1,3,2,1,3
49,3,55,2,1,3,1,1,3
49,3,56,2,1,3,1,1,3
49,3,57,2,1,3,1,1,3
49,3,58,1,1,3,2,1,3
49,3,59,2,0,4,2,0,4
49,3,60,1,2,2,1,2,2
49,3,61,1,1,3,2,1,3
49,3,62,1,1,3,2,1,3
49,3,63,0,4,0,0,4,0
49,4,0,1,1,3,2,1,3
49,4,1,1,3,1,0,3,1
49,4,2,1,3,1,0,3,1
49,4,3,2,1,3,1,1,3
49,4,4,2,1,3,1,1,3
49,4,5,1,2,2,1,2,2
49,4,6,2,0,4,2,0,4
49,4,7,2,1,3,1,1,3
49,4,8,1,1,3,2,1,3
49,4,9,1,1,3,2,1,3
49,4,10,1,1,3,2,1,3
49,4,11,2,0,4,2,0,4
49,4,12,2,1,3,1,1,3
49,4,13,1,1,3,2,1,3
49,4,14,0,3,1,1,3,1
49,4,15,2,0,4,2,0,4
49,4,16,1,2,2,1,2,2
49,4,17,1,2,2,1,2,2
49,4,18,2,0,4,2,0,4
49,4,19,1,1,3,2,1,3
49,4,20,1,1,3,2,1,3
49,4,21,1,2,2,1,2,2
49,4,22,1,1,3,2,1,3
49,4,23,1,2,2,1,2,2
49,4,24,2,0,4,2,0,4
49,4,25,1,1,3,2,1,3
49,4,26,2,0,4,2,0,4
49,4,27,1,2,2,1,2,2
49,4,28,2,0,4,2,0,4
49,4,29,1,1,3,2,1,3
49,4,30,2,2,2,0,2,2
49,4,31,1,1,3,2,1,3
49,4,32,2,0,4,2,0,4
49,4,33,1,2,2,1,2,2
49,4,34,1,3,1,0,3,1
49,4,35,1,1,3,2,1,3
49,4,36,2,1,3,1,1,3
49,4,37,2,0,4,2,0,4
49,4,38,1,1,3,2,1,3
49,4,39,0,2,2,2,2,2
49,4,40,2,0,4,2,0,4
49,4,41,1,1,3,2,1,3
49,4,42,0,2,2,2,2,2
49,4,43,1,1,3,2,1,3
49,4,44,2,0,4,2,0,4
49,4,45,2,1,3,1,1,3
49,4,46,1,2,2,1,2,2
49,4,47,2,1,3,1,1,3
49,4,48,2,1,3,1,1,3
49,4,49,0,2,2,2,2,2
49,4,50,2,1,3,1,1,3
49,4,51,1,3,1,0,3,1
49,4,52,1,2,2,1,2,2
49,4,53,1,2,2,1,2,2
49,4,54,1,3,1,0,3,1
49,4,55,1,1,3,2,1,3
49,4,56,1,1,3,2,1,3
49,4,57,1,1,3,2,1,3
49,4,58,1,1,3,2,1,3
49,4,59,2,0,4,2,0,4
49,4,60,1,2,2,1,2,2
49,4,61,1,1,3,2,1,3
49,4,62,1,1,3,2,1,3
49,4,63,2,2,2,0,2,2
49,5,0,2,0,4,2,0,4
49,5,1,2,0,4,2,0,4
49,5,2,1,2,2,1,2,2
49,5,3,2,1,3,1,1,3
49,5,4,2,0,4,2,0,4
49,5,5,1,1,3,2,1,3
49,5,6,2,1,3,1,1,3
49,5,7,2,0,4,2,0,4
49,5,8,2,0,4,2,0,4
49,5,9,1,2,2,1,2,2
49,5,10,1,1,3,2,1,3
49,5,11,1,3,1,0,3,1
49,5,12,2,2,2,0,2,2
49,5,13,2,0,4,2,0,4
49,5,14,2,1,3,1,1,3
49,5,15,1,1,3,2,1,3
49,5,16,1,1,3,2,1,3
49,5,17,1,2,2,1,2,2
49,5,18,1,1,3,2,1,3
49,5,19,2,0,4,2,0,4
49,5,20,2,1,3,1,1,3
49,5,21,1,1,3,2,1,3
49,5,22,1,1,3,2,1,3
49,5,23,1,1,3,2,1,3
49,5,24,0,3,1,1,3,1
49,5,25,2,0,4,2,0,4
49,5,26,2,0,4,2,0,4
49,5,27,1,2,2,1,2,2
49,5,28,2,1,3,1,1,3
49,5,29,2,2,2,0,2,2
49,5,30,1,1,3,2,1,3
49,5,31,2,0,4,2,0,4
49,5,32,2,0,4,2,0,4
49,5,33,2,0,4,2,0,4
49,5,34,2,0,4,2,0,4
49,5,35,1,1,3,2,1,3
49,5,36,1,1,3,2,1,3
49,5,37,1,2,2,1,2,2
49,5,38,1,1,3,2,1,3
49,5,39,2,1,3,1,1,3
49,5,40,2,0,4,2,0,4
49,5,41,0,3,1,1,3,1
49,5,42,1,3,1,0,3,1
49,5,43,1,3,1,0,3,1
49,5,44,1,1,3,2,1,3
49,5,45,1,3,1,0,3,1
49,5,46,1,1,3,2,1,3
49,5,47,2,1,3,1,1,3
49,5,48,1,2,2,1,2,2
49,5,49,1,1,3,2,1,3
49,5,50,2,0,4,2,0,4
49,5,51,2,0,4,2,0,4
49,5,52,2,0,4,2,0,4
49,5,53,1,1,3,2,1,3
49,5,54,1,1,3,2,1,3
49,5,55,2,0,4,2,0,4
49,5,56,1,2,2,1,2,2
49,5,57,1,1,3,2,1,3
49,5,58,2,1,3,1,1,3
49,5,59,2,1,3,1,1,3
49,5,60,2,0,4,2,0,4
49,5,61,1,1,3,2,1,3
49,5,62,1,1,3,2,1,3
49,5,63,1,1,3,2,1,3
49,6,0,1,1,3,2,1,3
49,6,1,2,2,2,0,2,2
49,6,2,1,2,2,1,2,2
49,6,3,1,2,2,1,2,2
49,6,4,1,1,3,2,1,3
49,6,5,2,2,2,0,2,2
49,6,6,1,2,2,1,2,2
49,6,7,2,2,2,0,2,2
49,6,8,1,3,1,0,3,1
49,6,9,1,1,3,2,1,3
49,6,10,1,1,3,2,1,3
49,6,11,1,2,2,1,2,2
49,6,12,2,0,4,2,0,4
49,6,13,1,2,2,1,2,2
49,6,14,1,1,3,2,1,3
49,6,15,1,1,3,2,1,3
49,6,16,1,3,1,0,3,1
49,6,17,2,0,4,2,0,4
49,6,18,1,3,1,0,3,1
49,6,19,2,0,4,2,0,4
49,6,20,1,1,3,2,1,3
49,6,21,2,0,4,2,0,4
49,6,22,1,1,3,2,1,3
49,6,23,2,0,4,2,0,4
49,6,24,0,4,0,0,4,0
49,6,25,1,1,3,2,1,3
49,6,26,1,3,1,0,3,1
49,6,27,1,3,1,0,3,1
49,6,28,0,2,2,2,2,2
49,6,29,1,1,3,2,1,3
49,6,30,1,2,2,1,2,2
49,6,31,1,3,1,0,3,1
49,6,32,2,1,3,1,1,3
49,6,33,1,1,3,2,1,3
49,6,34,0,2,2,2,2,2
49,6,35,2,0,4,2,0,4
49,6,36,2,0,4,2,0,4
49,6,37,1,1,3,2,1,3
49,6,38,1,2,2,1,2,2
49,6,39,1,3,1,0,3,1
49,6,40,2,0,4,2,0,4
49,6,41,2,1,3,1,1,3
49,6,42,1,2,2,1,2,2
49,6,43,0,2,2,2,2,2
49,6,44,1,2,2,1,2,2
49,6,45,2,1,3,1,1,3
49,6,46,2,1,3,1,1,3
49,6,47,2,0,4,2,0,4
49,6,48,2,0,4,2,0,4
49,6,49,2,0,4,2,0,4
49,6,50,1,2,2,1,2,2
49,6,51,0,2,2,2,2,2
49,6,52,1,3,1,0,3,1
49,6,53,2,1,3,1,1,3
49,6,54,1,1,3,2,1,3
49,6,55,1,1,3,2,1,3
49,6,56,1,1,3,2,1,3
49,6,57,1,1,3,2,1,3
49,6,58,2,1,3,1,1,3
49,6,59,1,1,3,2,1,3
49,6,60,1,1,3,2,1,3
49,6,61,1,1,3,2,1,3
49,6,62,1,1,3,2,1,3
49,6,63,1,1,3,2,1,3
49,7,0,2,1,3,1,1,3
49,7,1,1,1,3,2,1,3
49,7,2,0,3,1,1,3,1
49,7,3,2,0,4,2,0,4
49,7,4,2,0,4,2,0,4
49,7,5,2,0,4,2,0,4
49,7,6,2,1,3,1,1,3
49,7,7,1,1,3,2,1,3
49,7,8,1,2,2,1,2,2
49,7,9,1,1,3,2,1,3
49,7,10,1,2,2,1,2,2
49,7,11,2,0,4,2,0,4
49,7,12,1,2,2,1,2,2
49,7,13,1,1,3,2,1,3
49,7,14,0,3,1,1,3,1
49,7,15,1,1,3,2,1,3
49,7,16,0,2,2,2,2,2
49,7,17,1,1,3,2,1,3
49,7,18,1,1,3,2,1,3
49,7,19,2,1,3,1,1,3
49,7,20,2,0,4,2,0,4
49,7,21,1,1,3,2,1,3
49,7,22,1,1,3,2,1,3
49,7,23,2,0,4,2,0,4
49,7,24,2,1,3,1,1,3
49,7,25,1,1,3,2,1,3
49,7,26,2,2,2,0,2,2
49,7,27,1,1,3,2,1,3
49,7,28,1,2,2,1,2,2
49,7,29,2,1,3,1,1,3
49,7,30,1,3,1,0,3,1
49,7,31,0,2,2,2,2,2
49,7,32,1,1,3,2,1,3
49,7,33,1,2,2,1,2,2
49,7,34,2,1,3,1,1,3
49,7,35,1,3,1,0,3,1
49,7,36,2,1,3,1,1,3
49,7,37,1,1,3,2,1,3
49,7,38,2,0,4,2,0,4
49,7,39,1,2,2,1,2,2
49,7,40,2,1,3,1,1,3
49,7,41,1,3,1,0,3,1
49,7,42,0,3,1,1,3,1
49,7,43,1,2,2,1,2,2
49,7,44,1,1,3,2,1,3
49,7,45,2,0,4,2,0,4
49,7,46,1,2,2,1,2,2
49,7,47,1,1,3,2,1,3
49,7,48,2,2,2,0,2,2
49,7,49,1,1,3,2,1,3
49,7,50,2,0,4,2,0,4
49,7,51,2,0,4,2,0,4
49,7,52,1,1,3,2,1,3
49,7,53,1,2,2,1,2,2
49,7,54,1,2,2,1,2,2
49,7,55,1,2,2,1,2,2
49,7,56,1,2,2,1,2,2
49,7,57,2,0,4,2,0,4
49,7,58,2,1,3,1,1,3
49,7,59,2,0,4,2,0,4
49,7,60,1,1,3,2,1,3
49,7,61,2,1,3,1,1,3
49,7,62,2,0,4,2,0,4
49,7,63,0,3,1,1,3,1
49,8,0,1,1,3,2,1,3
49,8,1,1,2,2,1,2,2
49,8,2,2,0,4,2,0,4
49,8,3,0,2,2,2,2,2
49,8,4,2,0,4,2,0,4
49,8,5,0,3,1,1,3,1
49,8,6,2,0,4,2,0,4
49,8,7,2,2,2,0,2,2
49,8,8,2,0,4,2,0,4
49,8,9,2,1,3,1,1,3
49,8,10,0,3,1,1,3,1
49,8,11,2,2,2,0,2,2
49,8,12,1,1,3,2,1,3
49,8,13,2,0,4,2,0,4
49,8,14,1,1,3,2,1,3
49,8,15,2,2,2,0,2,2
49,8,16,1,3,1,0,3,1
49,8,17,1,1,3,2,1,3
49,8,18,2,0,4,2,0,4
49,8,19,1,1,3,2,1,3
49,8,20,2,1,3,1,1,3
49,8,21,1,2,2,1,2,2
49,8,22,1,2,2,1,2,2
49,8,23,1,2,2,1,2,2
49,8,24,1,2,2,1,2,2
49,8,25,0,2,2,2,2,2
49,8,26,1,1,3,2,1,3
49,8,27,2,1,3,1,1,3
49,8,28,1,2,2,1,2,2
49,8,29,0,2,2,2,2,2
49,8,30,1,1,3,2,1,3
49,8,31,1,1,3,2,1,3
49,8,32,1,2,2,1,2,2
49,8,33,2,1,3,1,1,3
49,8,34,1,1,3,2,1,3
49,8,35,1,1,3,2,1,3
49,8,36,2,1,3,1,1,3
49,8,37,2,0,4,2,0,4
49,8,38,2,1,3,1,1,3
49,8,39,2,0,4,2,0,4
49,8,40,2,0,4,2,0,4
49,8,41,2,0,4,2,0,4
49,8,42,1,3,1,0,3,1
49,8,43,1,2,2,1,2,2
49,8,44,2,1,3,1,1,3
49,8,45,2,1,3,1,1,3
49,8,46,0,4,0,0,4,0
49,8,47,2,0,4,2,0,4
49,8,48,2,0,4,2,0,4
49,8,49,2,1,3,1,1,3
49,8,50,1,1,3,2,1,3
49,8,51,2,2,2,0,2,2
49,8,52,2,0,4,2,0,4
49,8,53,1,2,2,1,2,2
49,8,54,1,1,3,2,1,3
49,8,55,0,3,1,1,3,1
49,8,56,1,2,2,1,2,2
49,8,57,2,2,2,0,2,2
49,8,58,1,3,1,0,3,1
49,8,59,1,2,2,1,2,2
49,8,60,1,1,3,2,1,3
49,8,61,1,2,2,1,2,2
49,8,62,2,2,2,0,2,2
49,8,63,1,2,2,1,2,2
49,9,0,1,2,2,1,2,2
49,9,1,0,2,2,2,2,2
49,9,2,1,2,2,1,2,2
49,9,3,0,3,1,1,3,1
49,9,4,1,2,2,1,2,2
49,9,5,1,2,2,1,2,2
49,9,6,2,0,4,2,0,4
49,9,7,2,0,4,2,0,4
49,9,8,2,0,4,2,0,4
49,9,9,2,1,3,1,1,3
49,9,10,1,2,2,1,2,2
49,9,11,1,2,2,1,2,2
49,9,12,1,2,2,1,2,2
49,9,13,2,0,4,2,0,4
49,9,14,1,1,3,2,1,3
49,9,15,2,0,4,2,0,4
49,9,16,2,1,3,1,1,3
49,9,17,2,1,3,1,1,3
49,9,18,1,2,2,1,2,2
49,9,19,1,2,2,1,2,2
49,9,20,1,1,3,2,1,3
49,9,21,1,1,3,2,1,3
49,9,22,0,4,0,0,4,0
49,9,23,1,1,3,2,1,3
49,9,24,1,1,3,2,1,3
49,9,25,1,2,2,1,2,2
49,9,26,1,3,1,0,3,1
49,9,27,1,1,3,2,1,3
49,9,28,2,0,4,2,0,4
49,9,29,1,3,1,0,3,1
49,9,30,1,1,3,2,1,3
49,9,31,2,0,4,2,0,4
49,9,32,2,0,4,2,0,4
49,9,33,2,0,4,2,0,4
49,9,34,1,1,3,2,1,3
49,9,35,2,0,4,2,0,4
49,9,36,2,1,3,1,1,3
49,9,37,1,1,3,2,1,3
49,9,38,2,1,3,1,1,3
49,9,39,2,1,3,1,1,3
49,9,40,1,1,3,2,1,3
49,9,41,2,0,4,2,0,4
49,9,42,1,2,2,1,2,2
49,9,43,2,0,4,2,0,4
49,9,44,2,0,4,2,0,4
49,9,45,2,0,4,2,0,4
49,9,46,1,1,3,2,1,3
49,9,47,1,1,3,2,1,3
49,9,48,2,0,4,2,0,4
49,9,49,1,3,1,0,3,1
49,9,50,0,2,2,2,2,2
49,9,51,2,0,4,2,0,4
49,9,52,2,1,3,1,1,3
49,9,53,1,1,3,2,1,3
49,9,54,1,1,3,2,1,3
49,9,55,1,2,2,1,2,2
49,9,56,1,1,3,2,1,3
49,9,57,2,0,4,2,0,4
49,9,58,2,0,4,2,0,4
49,9,59,2,0,4,2,0,4
49,9,60,0,2,2,2,2,2
49,9,61,1,1,3,2,1,3
49,9,62,1,1,3,2,1,3
49,9,63,2,1,3,1,1,3
49,10,0,1,1,3,2,1,3
49,10,1,1,2,2,1,2,2
49,10,2,1,1,3,2,1,3
49,10,3,2,1,3,1,1,3
49,10,4,1,2,2,1,2,2
49,10,5,2,1,3,1,1,3
49,10,6,1,1,3,2,1,3
49,10,7,1,1,3,2,1,3
49,10,8,1,1,3,2,1,3
49,10,9,2,0,4,2,0,4
49,10,10,2,1,3,1,1,3
49,10,11,2,1,3,1,1,3
49,10,12,1,1,3,2,1,3
49,10,13,0,2,2,2,2,2
49,10,14,2,1,3,1,1,3
49,10,15,1,1,3,2,1,3
49,10,16,1,1,3,2,1,3
49,10,17,1,1,3,2,1,3
49,10,18,2,0,4,2,0,4
49,10,19,1,1,3,2,1,3
49,10,20,1,1,3,2,1,3
49,10,21,1,1,3,2,1,3
49,10,22,2,1,3,1,1,3
49,10,23,2,0,4,2,0,4
49,10,24,2,0,4,2,0,4
49,10,25,2,0,4,2,0,4
49,10,26,2,2,2,0,2,2
49,10,27,1,1,3,2,1,3
49,10,28,1,3,1,0,3,1
49,10,29,1,1,3,2,1,3
49,10,30,1,2,2,1,2,2
49,10,31,1,3,1,0,3,1
49,10,32,2,0,4,2,0,4
49,10,33,1,1,3,2,1,3
49,10,34,1,3,1,0,3,1
49,10,35,0,3,1,1,3,1
49,10,36,1,2,2,1,2,2
49,10,37,1,1,3,2,1,3
49,10,38,1,1,3,2,1,3
49,10,39,1,2,2,1,2,2
49,10,40,0,3,1,1,3,1
49,10,41,1,2,2,1,2,2
49,10,42,1,3,1,0,3,1
49,10,43,1,1,3,2,1,3
49,10,44,2,0,4,2,0,4
49,10,45,2,1,3,1,1,3
49,10,46,1,2,2,1,2,2
49,10,47,2,0,4,2,0,4
49,10,48,2,1,3,1,1,3
49,10,49,1,2,2,1,2,2
49,10,50,0,3,1,1,3,1
49,10,51,1,1,3,2,1,3
49,10,52,1,2,2,1,2,2
49,10,53,1,1,3,2,1,3
49,10,54,1,1,3,2,1,3
49,10,55,2,0,4,2,0,4
49,10,56,1,1,3,2,1,3
49,10,57,2,0,4,2,0,4
49,10,58,1,2,2,1,2,2
49,10,59,0,2,2,2,2,2
49,10,60,1,2,2,1,2,2
49,10,61,1,1,3,2,1,3
49,10,62,2,0,4,2,0,4
49,10,63,1,1,3,2,1,3
49,11,0,1,2,2,1,2,2
49,11,1,1,1,3,2,1,3
49,11,2,1,1,3,2,1,3
49,11,3,2,0,4,2,0,4
49,11,4,1,2,2,1,2,2
49,11,5,2,0,4,2,0,4
49,11,6,1,2,2,1,2,2
49,11,7,1,2,2,1,2,2
49,11,8,2,1,3,1,1,3
49,11,9,2,1,3,1,1,3
49,11,10,1,2,2,1,2,2
49,11,11,1,3,1,0,3,1
49,11,12,2,1,3,1,1,3
49,11,13,1,2,2,1,2,2
49,11,14,1,1,3,2,1,3
49,11,15,1,2,2,1,2,2
49,11,16,2,0,4,2,0,4
49,11,17,1,2,2,1,2,2
49,11,18,1,2,2,1,2,2
49,11,19,2,0,4,2,0,4
49,11,20,2,0,4,2,0,4
49,11,21,1,1,3,2,1,3
49,11,22,1,2,2,1,2,2
49,11,23,1,1,3,2,1,3
49,11,24,2,0,4,2,0,4
49,11,25,2,0,4,2,0,4
49,11,26,2,0,4,2,0,4
49,11,27,1,1,3,2,1,3
49,11,28,1,1,3,2,1,3
49,11,29,1,3,1,0,3,1
49,11,30,1,2,2,1,2,2
49,11,31,1,1,3,2,1,3
49,11,32,1,2,2,1,2,2
49,11,33,1,1,3,2,1,3
49,11,34,1,1,3,2,1,3
49,11,35,2,0,4,2,0,4
49,11,36,1,1,3,2,1,3
49,11,37,1,1,3,2,1,3
49,11,38,2,0,4,2,0,4
49,11,39,2,1,3,1,1,3
49,11,40,2,0,4,2,0,4
49,11,41,2,0,4,2,0,4
49,11,42,2,0,4,2,0,4
49,11,43,1,1,3,2,1,3
49,11,44,2,0,4,2,0,4
49,11,45,1,2,2,1,2,2
49,11,46,1,2,2,1,2,2
49,11,47,1,2,2,1,2,2
49,11,48,1,1,3,2,1,3
49,11,49,1,1,3,2,1,3
49,11,50,1,2,2,1,2,2
49,11,51,1,2,2,1,2,2
49,11,52,1,2,2,1,2,2
49,11,53,2,0,4,2,0,4
49,11,54,2,0,4,2,0,4
49,11,55,1,1,3,2,1,3
49,11,56,2,0,4,2,0,4
49,11,57,0,2,2,2,2,2
49,11,58,1,1,3,2,1,3
49,11,59,1,1,3,2,1,3
49,11,60,1,1,3,2,1,3
49,11,61,2,0,4,2,0,4
49,11,62,1,2,2,1,2,2
49,11,63,2,1,3,1,1,3
49,12,0,1,1,3,2,1,3
49,12,1,2,0,4,2,0,4
49,12,2,2,0,4,2,0,4
49,12,3,1,1,3,2,1,3
49,12,4,2,0,4,2,0,4
49,12,5,2,0,4,2,0,4
49,12,6,1,2,2,1,2,2
