Episode,Rollout,Batch,A1,R1O1,R1O2,A2,R2O1,R2O2
49,114,46,1,2,2,1,2,2
49,114,47,1,1,3,2,1,3
49,114,48,1,3,1,0,3,1
49,114,49,1,1,3,2,1,3
49,114,50,2,1,3,1,1,3
49,114,51,2,0,4,2,0,4
49,114,52,0,3,1,1,3,1
49,114,53,1,1,3,2,1,3
49,114,54,1,2,2,1,2,2
49,114,55,1,2,2,1,2,2
49,114,56,2,1,3,1,1,3
49,114,57,1,3,1,0,3,1
49,114,58,1,2,2,1,2,2
49,114,59,1,2,2,1,2,2
49,114,60,1,2,2,1,2,2
49,114,61,1,2,2,1,2,2
49,114,62,2,0,4,2,0,4
49,114,63,0,2,2,2,2,2
49,115,0,0,4,0,0,4,0
49,115,1,2,0,4,2,0,4
49,115,2,1,1,3,2,1,3
49,115,3,1,2,2,1,2,2
49,115,4,1,3,1,0,3,1
49,115,5,0,2,2,2,2,2
49,115,6,1,1,3,2,1,3
49,115,7,2,1,3,1,1,3
49,115,8,1,2,2,1,2,2
49,115,9,2,0,4,2,0,4
49,115,10,1,1,3,2,1,3
49,115,11,1,2,2,1,2,2
49,115,12,1,2,2,1,2,2
49,115,13,1,1,3,2,1,3
49,115,14,0,2,2,2,2,2
49,115,15,1,2,2,1,2,2
49,115,16,2,1,3,1,1,3
49,115,17,1,3,1,0,3,1
49,115,18,2,0,4,2,0,4
49,115,19,2,2,2,0,2,2
49,115,20,1,2,2,1,2,2
49,115,21,2,0,4,2,0,4
49,115,22,1,2,2,1,2,2
49,115,23,2,0,4,2,0,4
49,115,24,1,1,3,2,1,3
49,115,25,1,1,3,2,1,3
49,115,26,2,0,4,2,0,4
49,115,27,1,1,3,2,1,3
49,115,28,1,3,1,0,3,1
49,115,29,1,2,2,1,2,2
49,115,30,2,1,3,1,1,3
49,115,31,2,0,4,2,0,4
49,115,32,1,1,3,2,1,3
49,115,33,2,0,4,2,0,4
49,115,34,1,2,2,1,2,2
49,115,35,1,1,3,2,1,3
49,115,36,2,1,3,1,1,3
49,115,37,2,1,3,1,1,3
49,115,38,1,2,2,1,2,2
49,115,39,2,0,4,2,0,4
49,115,40,2,1,3,1,1,3
49,115,41,1,1,3,2,1,3
49,115,42,1,1,3,2,1,3
49,115,43,2,0,4,2,0,4
49,115,44,1,2,2,1,2,2
49,115,45,1,2,2,1,2,2
49,115,46,2,1,3,1,1,3
49,115,47,1,1,3,2,1,3
49,115,48,2,0,4,2,0,4
49,115,49,1,2,2,1,2,2
49,115,50,1,1,3,2,1,3
49,115,51,1,1,3,2,1,3
49,115,52,1,2,2,1,2,2
49,115,53,2,2,2,0,2,2
49,115,54,2,1,3,1,1,3
49,115,55,1,2,2,1,2,2
49,115,56,1,1,3,2,1,3
49,115,57,0,2,2,2,2,2
49,115,58,1,1,3,2,1,3
49,115,59,0,2,2,2,2,2
49,115,60,1,1,3,2,1,3
49,115,61,1,1,3,2,1,3
49,115,62,1,1,3,2,1,3
49,115,63,1,2,2,1,2,2
49,116,0,2,0,4,2,0,4
49,116,1,1,1,3,2,1,3
49,116,2,1,2,2,1,2,2
49,116,3,1,1,3,2,1,3
49,116,4,1,2,2,1,2,2
49,116,5,0,4,0,0,4,0
49,116,6,2,2,2,0,2,2
49,116,7,1,2,2,1,2,2
49,116,8,1,2,2,1,2,2
49,116,9,2,0,4,2,0,4
49,116,10,1,1,3,2,1,3
49,116,11,2,1,3,1,1,3
49,116,12,1,1,3,2,1,3
49,116,13,1,1,3,2,1,3
49,116,14,1,2,2,1,2,2
49,116,15,1,2,2,1,2,2
49,116,16,1,2,2,1,2,2
49,116,17,1,2,2,1,2,2
49,116,18,2,2,2,0,2,2
49,116,19,1,1,3,2,1,3
49,116,20,2,2,2,0,2,2
49,116,21,1,1,3,2,1,3
49,116,22,2,1,3,1,1,3
49,116,23,1,1,3,2,1,3
49,116,24,1,1,3,2,1,3
49,116,25,1,2,2,1,2,2
49,116,26,2,1,3,1,1,3
49,116,27,1,1,3,2,1,3
49,116,28,2,0,4,2,0,4
49,116,29,0,4,0,0,4,0
49,116,30,1,1,3,2,1,3
49,116,31,1,1,3,2,1,3
49,116,32,1,2,2,1,2,2
49,116,33,1,1,3,2,1,3
49,116,34,1,1,3,2,1,3
49,116,35,0,2,2,2,2,2
49,116,36,2,0,4,2,0,4
49,116,37,2,0,4,2,0,4
49,116,38,1,2,2,1,2,2
49,116,39,1,1,3,2,1,3
49,116,40,2,2,2,0,2,2
49,116,41,1,1,3,2,1,3
49,116,42,2,0,4,2,0,4
49,116,43,0,2,2,2,2,2
49,116,44,2,0,4,2,0,4
49,116,45,1,2,2,1,2,2
49,116,46,1,2,2,1,2,2
49,116,47,0,2,2,2,2,2
49,116,48,1,2,2,1,2,2
49,116,49,2,0,4,2,0,4
49,116,50,2,0,4,2,0,4
49,116,51,2,0,4,2,0,4
49,116,52,2,1,3,1,1,3
49,116,53,1,2,2,1,2,2
49,116,54,1,1,3,2,1,3
49,116,55,1,1,3,2,1,3
49,116,56,1,3,1,0,3,1
49,116,57,2,0,4,2,0,4
49,116,58,1,2,2,1,2,2
49,116,59,1,3,1,0,3,1
49,116,60,1,2,2,1,2,2
49,116,61,1,1,3,2,1,3
49,116,62,2,1,3,1,1,3
49,116,63,2,0,4,2,0,4
49,117,0,2,0,4,2,0,4
49,117,1,1,1,3,2,1,3
49,117,2,2,0,4,2,0,4
49,117,3,2,0,4,2,0,4
49,117,4,1,3,1,0,3,1
49,117,5,1,2,2,1,2,2
49,117,6,2,1,3,1,1,3
49,117,7,1,1,3,2,1,3
49,117,8,2,2,2,0,2,2
49,117,9,1,1,3,2,1,3
49,117,10,2,0,4,2,0,4
49,117,11,1,1,3,2,1,3
49,117,12,1,2,2,1,2,2
49,117,13,1,1,3,2,1,3
49,117,14,2,1,3,1,1,3
49,117,15,1,1,3,2,1,3
49,117,16,1,3,1,0,3,1
49,117,17,2,2,2,0,2,2
49,117,18,2,1,3,1,1,3
49,117,19,1,1,3,2,1,3
49,117,20,2,1,3,1,1,3
49,117,21,2,0,4,2,0,4
49,117,22,2,0,4,2,0,4
49,117,23,1,1,3,2,1,3
49,117,24,2,0,4,2,0,4
49,117,25,1,1,3,2,1,3
49,117,26,1,2,2,1,2,2
49,117,27,1,2,2,1,2,2
49,117,28,2,0,4,2,0,4
49,117,29,2,1,3,1,1,3
49,117,30,1,1,3,2,1,3
49,117,31,1,1,3,2,1,3
49,117,32,1,2,2,1,2,2
49,117,33,1,3,1,0,3,1
49,117,34,1,2,2,1,2,2
49,117,35,1,1,3,2,1,3
49,117,36,2,2,2,0,2,2
49,117,37,1,3,1,0,3,1
49,117,38,2,2,2,0,2,2
49,117,39,1,1,3,2,1,3
49,117,40,0,2,2,2,2,2
49,117,41,2,0,4,2,0,4
49,117,42,1,1,3,2,1,3
49,117,43,2,1,3,1,1,3
49,117,44,1,2,2,1,2,2
49,117,45,2,0,4,2,0,4
49,117,46,1,2,2,1,2,2
49,117,47,1,1,3,2,1,3
49,117,48,0,2,2,2,2,2
49,117,49,2,0,4,2,0,4
49,117,50,1,3,1,0,3,1
49,117,51,1,1,3,2,1,3
49,117,52,0,3,1,1,3,1
49,117,53,1,1,3,2,1,3
49,117,54,1,1,3,2,1,3
49,117,55,1,2,2,1,2,2
49,117,56,2,0,4,2,0,4
49,117,57,1,1,3,2,1,3
49,117,58,1,1,3,2,1,3
49,117,59,1,1,3,2,1,3
49,117,60,1,1,3,2,1,3
49,117,61,2,0,4,2,0,4
49,117,62,2,0,4,2,0,4
49,117,63,2,0,4,2,0,4
49,118,0,0,2,2,2,2,2
49,118,1,0,2,2,2,2,2
49,118,2,1,2,2,1,2,2
49,118,3,1,2,2,1,2,2
49,118,4,0,4,0,0,4,0
49,118,5,1,2,2,1,2,2
49,118,6,1,1,3,2,1,3
49,118,7,1,1,3,2,1,3
49,118,8,1,3,1,0,3,1
49,118,9,2,1,3,1,1,3
49,118,10,2,1,3,1,1,3
49,118,11,2,2,2,0,2,2
49,118,12,1,3,1,0,3,1
49,118,13,2,1,3,1,1,3
49,118,14,2,0,4,2,0,4
49,118,15,2,0,4,2,0,4
49,118,16,1,1,3,2,1,3
49,118,17,1,2,2,1,2,2
49,118,18,1,2,2,1,2,2
49,118,19,0,4,0,0,4,0
49,118,20,1,1,3,2,1,3
49,118,21,1,1,3,2,1,3
49,118,22,1,1,3,2,1,3
49,118,23,1,1,3,2,1,3
49,118,24,1,1,3,2,1,3
49,118,25,2,0,4,2,0,4
49,118,26,1,3,1,0,3,1
49,118,27,1,1,3,2,1,3
49,118,28,1,1,3,2,1,3
49,118,29,2,2,2,0,2,2
49,118,30,2,0,4,2,0,4
49,118,31,2,1,3,1,1,3
49,118,32,1,2,2,1,2,2
49,118,33,1,1,3,2,1,3
49,118,34,0,2,2,2,2,2
49,118,35,1,3,1,0,3,1
49,118,36,1,1,3,2,1,3
49,118,37,1,1,3,2,1,3
49,118,38,2,2,2,0,2,2
49,118,39,2,1,3,1,1,3
49,118,40,1,1,3,2,1,3
49,118,41,2,1,3,1,1,3
49,118,42,1,3,1,0,3,1
49,118,43,2,0,4,2,0,4
49,118,44,1,2,2,1,2,2
49,118,45,1,1,3,2,1,3
49,118,46,1,2,2,1,2,2
49,118,47,1,2,2,1,2,2
49,118,48,1,2,2,1,2,2
49,118,49,1,1,3,2,1,3
49,118,50,2,1,3,1,1,3
49,118,51,2,0,4,2,0,4
49,118,52,1,2,2,1,2,2
49,118,53,2,0,4,2,0,4
49,118,54,1,1,3,2,1,3
49,118,55,2,0,4,2,0,4
49,118,56,1,3,1,0,3,1
49,118,57,1,3,1,0,3,1
49,118,58,1,1,3,2,1,3
49,118,59,1,2,2,1,2,2
49,118,60,1,3,1,0,3,1
49,118,61,1,1,3,2,1,3
49,118,62,1,3,1,0,3,1
49,118,63,1,2,2,1,2,2
49,119,0,2,1,3,1,1,3
49,119,1,2,0,4,2,0,4
49,119,2,2,2,2,0,2,2
49,119,3,2,0,4,2,0,4
49,119,4,1,3,1,0,3,1
49,119,5,1,1,3,2,1,3
49,119,6,1,1,3,2,1,3
49,119,7,1,1,3,2,1,3
49,119,8,1,3,1,0,3,1
49,119,9,2,0,4,2,0,4
49,119,10,1,1,3,2,1,3
49,119,11,1,1,3,2,1,3
49,119,12,1,1,3,2,1,3
49,119,13,1,2,2,1,2,2
49,119,14,1,1,3,2,1,3
49,119,15,2,1,3,1,1,3
49,119,16,1,2,2,1,2,2
49,119,17,2,0,4,2,0,4
49,119,18,1,2,2,1,2,2
49,119,19,1,2,2,1,2,2
49,119,20,1,1,3,2,1,3
49,119,21,2,0,4,2,0,4
49,119,22,1,1,3,2,1,3
49,119,23,1,1,3,2,1,3
49,119,24,1,3,1,0,3,1
49,119,25,1,1,3,2,1,3
49,119,26,2,0,4,2,0,4
49,119,27,2,1,3,1,1,3
49,119,28,1,1,3,2,1,3
49,119,29,1,1,3,2,1,3
49,119,30,1,2,2,1,2,2
49,119,31,1,1,3,2,1,3
49,119,32,1,1,3,2,1,3
49,119,33,1,1,3,2,1,3
49,119,34,1,2,2,1,2,2
49,119,35,2,0,4,2,0,4
49,119,36,1,1,3,2,1,3
49,119,37,1,1,3,2,1,3
49,119,38,1,1,3,2,1,3
49,119,39,2,1,3,1,1,3
49,119,40,2,0,4,2,0,4
49,119,41,1,2,2,1,2,2
49,119,42,0,3,1,1,3,1
49,119,43,2,0,4,2,0,4
49,119,44,2,1,3,1,1,3
49,119,45,2,1,3,1,1,3
49,119,46,2,1,3,1,1,3
49,119,47,1,1,3,2,1,3
49,119,48,1,1,3,2,1,3
49,119,49,1,2,2,1,2,2
49,119,50,2,1,3,1,1,3
49,119,51,2,1,3,1,1,3
49,119,52,1,2,2,1,2,2
49,119,53,2,1,3,1,1,3
49,119,54,2,1,3,1,1,3
49,119,55,2,1,3,1,1,3
49,119,56,2,1,3,1,1,3
49,119,57,1,1,3,2,1,3
49,119,58,1,2,2,1,2,2
49,119,59,2,0,4,2,0,4
49,119,60,2,0,4,2,0,4
49,119,61,2,0,4,2,0,4
49,119,62,1,3,1,0,3,1
49,119,63,2,1,3,1,1,3
49,120,0,1,1,3,2,1,3
49,120,1,1,1,3,2,1,3
49,120,2,2,1,3,1,1,3
49,120,3,1,3,1,0,3,1
49,120,4,1,1,3,2,1,3
49,120,5,1,2,2,1,2,2
49,120,6,1,1,3,2,1,3
49,120,7,2,1,3,1,1,3
49,120,8,1,1,3,2,1,3
49,120,9,2,1,3,1,1,3
49,120,10,1,1,3,2,1,3
49,120,11,2,0,4,2,0,4
49,120,12,0,4,0,0,4,0
49,120,13,1,1,3,2,1,3
49,120,14,2,0,4,2,0,4
49,120,15,2,0,4,2,0,4
49,120,16,2,0,4,2,0,4
49,120,17,2,2,2,0,2,2
49,120,18,1,3,1,0,3,1
49,120,19,2,2,2,0,2,2
49,120,20,2,0,4,2,0,4
49,120,21,2,0,4,2,0,4
49,120,22,2,2,2,0,2,2
49,120,23,2,1,3,1,1,3
49,120,24,2,1,3,1,1,3
49,120,25,1,2,2,1,2,2
49,120,26,1,3,1,0,3,1
49,120,27,1,1,3,2,1,3
49,120,28,1,1,3,2,1,3
49,120,29,1,2,2,1,2,2
49,120,30,1,1,3,2,1,3
49,120,31,0,2,2,2,2,2
49,120,32,1,2,2,1,2,2
49,120,33,1,2,2,1,2,2
49,120,34,2,0,4,2,0,4
49,120,35,1,2,2,1,2,2
49,120,36,1,1,3,2,1,3
49,120,37,1,2,2,1,2,2
49,120,38,1,1,3,2,1,3
49,120,39,1,1,3,2,1,3
49,120,40,1,2,2,1,2,2
49,120,41,2,1,3,1,1,3
49,120,42,1,1,3,2,1,3
49,120,43,1,2,2,1,2,2
49,120,44,2,0,4,2,0,4
49,120,45,1,2,2,1,2,2
49,120,46,1,1,3,2,1,3
49,120,47,1,2,2,1,2,2
49,120,48,1,2,2,1,2,2
49,120,49,2,1,3,1,1,3
49,120,50,2,1,3,1,1,3
49,120,51,0,4,0,0,4,0
49,120,52,2,1,3,1,1,3
49,120,53,2,0,4,2,0,4
49,120,54,1,1,3,2,1,3
49,120,55,0,3,1,1,3,1
49,120,56,2,0,4,2,0,4
49,120,57,1,1,3,2,1,3
49,120,58,1,1,3,2,1,3
49,120,59,1,3,1,0,3,1
49,120,60,2,1,3,1,1,3
49,120,61,1,2,2,1,2,2
49,120,62,2,2,2,0,2,2
49,120,63,1,2,2,1,2,2
49,121,0,1,1,3,2,1,3
49,121,1,2,0,4,2,0,4
49,121,2,0,3,1,1,3,1
49,121,3,1,3,1,0,3,1
49,121,4,1,2,2,1,2,2
49,121,5,2,1,3,1,1,3
49,121,6,2,1,3,1,1,3
49,121,7,0,2,2,2,2,2
49,121,8,1,1,3,2,1,3
49,121,9,1,2,2,1,2,2
49,121,10,2,0,4,2,0,4
49,121,11,2,0,4,2,0,4
49,121,12,2,1,3,1,1,3
49,121,13,1,2,2,1,2,2
49,121,14,1,1,3,2,1,3
49,121,15,2,0,4,2,0,4
49,121,16,2,1,3,1,1,3
49,121,17,1,2,2,1,2,2
49,121,18,2,1,3,1,1,3
49,121,19,2,1,3,1,1,3
49,121,20,2,0,4,2,0,4
49,121,21,2,0,4,2,0,4
49,121,22,1,1,3,2,1,3
49,121,23,1,1,3,2,1,3
49,121,24,1,1,3,2,1,3
49,121,25,0,4,0,0,4,0
49,121,26,0,2,2,2,2,2
49,121,27,2,1,3,1,1,3
49,121,28,2,1,3,1,1,3
49,121,29,1,2,2,1,2,2
49,121,30,1,1,3,2,1,3
49,121,31,2,0,4,2,0,4
49,121,32,1,2,2,1,2,2
49,121,33,2,0,4,2,0,4
49,121,34,2,0,4,2,0,4
49,121,35,0,2,2,2,2,2
49,121,36,2,0,4,2,0,4
49,121,37,1,3,1,0,3,1
49,121,38,2,0,4,2,0,4
49,121,39,2,0,4,2,0,4
49,121,40,1,1,3,2,1,3
49,121,41,1,2,2,1,2,2
49,121,42,1,1,3,2,1,3
49,121,43,0,2,2,2,2,2
49,121,44,1,2,2,1,2,2
49,121,45,2,0,4,2,0,4
49,121,46,1,2,2,1,2,2
49,121,47,1,1,3,2,1,3
49,121,48,1,3,1,0,3,1
49,121,49,2,1,3,1,1,3
49,121,50,2,0,4,2,0,4
49,121,51,1,2,2,1,2,2
49,121,52,2,2,2,0,2,2
49,121,53,0,2,2,2,2,2
49,121,54,2,1,3,1,1,3
49,121,55,1,2,2,1,2,2
49,121,56,1,2,2,1,2,2
49,121,57,1,1,3,2,1,3
49,121,58,1,1,3,2,1,3
49,121,59,0,3,1,1,3,1
49,121,60,1,1,3,2,1,3
49,121,61,1,2,2,1,2,2
49,121,62,0,4,0,0,4,0
49,121,63,2,0,4,2,0,4
49,122,0,1,1,3,2,1,3
49,122,1,1,1,3,2,1,3
49,122,2,1,1,3,2,1,3
49,122,3,1,2,2,1,2,2
49,122,4,2,0,4,2,0,4
49,122,5,1,2,2,1,2,2
49,122,6,1,3,1,0,3,1
49,122,7,1,3,1,0,3,1
49,122,8,0,2,2,2,2,2
49,122,9,1,1,3,2,1,3
49,122,10,1,2,2,1,2,2
49,122,11,1,2,2,1,2,2
49,122,12,1,1,3,2,1,3
49,122,13,2,0,4,2,0,4
49,122,14,1,1,3,2,1,3
49,122,15,2,1,3,1,1,3
49,122,16,1,1,3,2,1,3
49,122,17,2,1,3,1,1,3
49,122,18,1,1,3,2,1,3
49,122,19,2,1,3,1,1,3
49,122,20,0,2,2,2,2,2
49,122,21,2,1,3,1,1,3
49,122,22,1,1,3,2,1,3
49,122,23,2,0,4,2,0,4
49,122,24,1,2,2,1,2,2
49,122,25,2,0,4,2,0,4
49,122,26,1,2,2,1,2,2
49,122,27,1,1,3,2,1,3
49,122,28,1,1,3,2,1,3
49,122,29,2,1,3,1,1,3
49,122,30,1,1,3,2,1,3
49,122,31,2,0,4,2,0,4
49,122,32,1,1,3,2,1,3
49,122,33,2,1,3,1,1,3
49,122,34,1,1,3,2,1,3
49,122,35,1,1,3,2,1,3
49,122,36,2,1,3,1,1,3
49,122,37,2,1,3,1,1,3
49,122,38,2,0,4,2,0,4
49,122,39,1,1,3,2,1,3
49,122,40,1,1,3,2,1,3
49,122,41,1,2,2,1,2,2
49,122,42,2,0,4,2,0,4
49,122,43,2,1,3,1,1,3
49,122,44,2,2,2,0,2,2
49,122,45,1,1,3,2,1,3
49,122,46,2,0,4,2,0,4
49,122,47,2,0,4,2,0,4
49,122,48,0,3,1,1,3,1
49,122,49,0,2,2,2,2,2
49,122,50,2,1,3,1,1,3
49,122,51,1,1,3,2,1,3
49,122,52,2,0,4,2,0,4
49,122,53,1,2,2,1,2,2
49,122,54,1,3,1,0,3,1
49,122,55,2,0,4,2,0,4
49,122,56,2,2,2,0,2,2
49,122,57,1,1,3,2,1,3
49,122,58,1,1,3,2,1,3
49,122,59,1,3,1,0,3,1
49,122,60,0,2,2,2,2,2
49,122,61,2,0,4,2,0,4
49,122,62,1,1,3,2,1,3
49,122,63,1,2,2,1,2,2
49,123,0,2,1,3,1,1,3
49,123,1,1,2,2,1,2,2
49,123,2,2,0,4,2,0,4
49,123,3,1,2,2,1,2,2
49,123,4,1,3,1,0,3,1
49,123,5,1,1,3,2,1,3
49,123,6,2,0,4,2,0,4
49,123,7,0,2,2,2,2,2
49,123,8,0,3,1,1,3,1
49,123,9,2,1,3,1,1,3
49,123,10,2,1,3,1,1,3
49,123,11,2,0,4,2,0,4
49,123,12,2,0,4,2,0,4
49,123,13,2,0,4,2,0,4
49,123,14,2,0,4,2,0,4
49,123,15,1,1,3,2,1,3
49,123,16,2,0,4,2,0,4
49,123,17,2,1,3,1,1,3
49,123,18,1,1,3,2,1,3
49,123,19,1,2,2,1,2,2
49,123,20,1,1,3,2,1,3
49,123,21,2,0,4,2,0,4
49,123,22,1,2,2,1,2,2
49,123,23,2,1,3,1,1,3
49,123,24,1,1,3,2,1,3
49,123,25,1,1,3,2,1,3
49,123,26,2,1,3,1,1,3
49,123,27,2,0,4,2,0,4
49,123,28,1,3,1,0,3,1
49,123,29,0,2,2,2,2,2
49,123,30,2,1,3,1,1,3
49,123,31,1,2,2,1,2,2
49,123,32,1,2,2,1,2,2
49,123,33,0,3,1,1,3,1
49,123,34,2,0,4,2,0,4
49,123,35,2,0,4,2,0,4
49,123,36,2,1,3,1,1,3
49,123,37,2,0,4,2,0,4
49,123,38,1,2,2,1,2,2
49,123,39,2,0,4,2,0,4
49,123,40,1,2,2,1,2,2
49,123,41,0,2,2,2,2,2
49,123,42,2,0,4,2,0,4
49,123,43,2,1,3,1,1,3
49,123,44,1,1,3,2,1,3
49,123,45,1,1,3,2,1,3
49,123,46,1,1,3,2,1,3
49,123,47,2,1,3,1,1,3
49,123,48,2,0,4,2,0,4
49,123,49,1,2,2,1,2,2
49,123,50,1,2,2,1,2,2
49,123,51,2,2,2,0,2,2
49,123,52,2,0,4,2,0,4
49,123,53,1,2,2,1,2,2
49,123,54,1,1,3,2,1,3
49,123,55,0,3,1,1,3,1
49,123,56,1,1,3,2,1,3
49,123,57,2,1,3,1,1,3
49,123,58,2,0,4,2,0,4
49,123,59,1,3,1,0,3,1
49,123,60,2,0,4,2,0,4
49,123,61,2,0,4,2,0,4
49,123,62,2,0,4,2,0,4
49,123,63,2,0,4,2,0,4
49,124,0,2,1,3,1,1,3
49,124,1,1,1,3,2,1,3
49,124,2,2,0,4,2,0,4
49,124,3,1,2,2,1,2,2
49,124,4,2,0,4,2,0,4
49,124,5,2,1,3,1,1,3
49,124,6,1,2,2,1,2,2
49,124,7,1,2,2,1,2,2
49,124,8,2,0,4,2,0,4
49,124,9,1,1,3,2,1,3
49,124,10,1,1,3,2,1,3
49,124,11,1,2,2,1,2,2
49,124,12,1,1,3,2,1,3
49,124,13,2,1,3,1,1,3
49,124,14,2,1,3,1,1,3
49,124,15,2,0,4,2,0,4
49,124,16,1,1,3,2,1,3
49,124,17,2,1,3,1,1,3
49,124,18,2,0,4,2,0,4
49,124,19,1,1,3,2,1,3
49,124,20,1,2,2,1,2,2
49,124,21,1,1,3,2,1,3
49,124,22,1,3,1,0,3,1
49,124,23,2,1,3,1,1,3
49,124,24,2,1,3,1,1,3
49,124,25,1,2,2,1,2,2
49,124,26,1,2,2,1,2,2
49,124,27,2,0,4,2,0,4
49,124,28,2,1,3,1,1,3
49,124,29,2,0,4,2,0,4
49,124,30,2,0,4,2,0,4
49,124,31,2,1,3,1,1,3
49,124,32,1,1,3,2,1,3
49,124,33,0,2,2,2,2,2
49,124,34,2,0,4,2,0,4
49,124,35,0,2,2,2,2,2
49,124,36,1,1,3,2,1,3
49,124,37,2,0,4,2,0,4
49,124,38,0,2,2,2,2,2
49,124,39,2,0,4,2,0,4
49,124,40,2,1,3,1,1,3
49,124,41,0,2,2,2,2,2
49,124,42,1,2,2,1,2,2
49,124,43,2,1,3,1,1,3
49,124,44,1,2,2,1,2,2
49,124,45,2,1,3,1,1,3
49,124,46,0,3,1,1,3,1
49,124,47,1,2,2,1,2,2
49,124,48,1,1,3,2,1,3
49,124,49,1,1,3,2,1,3
49,124,50,1,1,3,2,1,3
49,124,51,0,2,2,2,2,2
49,124,52,1,1,3,2,1,3
49,124,53,1,1,3,2,1,3
49,124,54,2,1,3,1,1,3
49,124,55,2,0,4,2,0,4
49,124,56,1,2,2,1,2,2
49,124,57,1,2,2,1,2,2
49,124,58,1,1,3,2,1,3
49,124,59,1,2,2,1,2,2
49,124,60,1,1,3,2,1,3
49,124,61,1,2,2,1,2,2
49,124,62,1,1,3,2,1,3
49,124,63,1,2,2,1,2,2
49,125,0,2,0,4,2,0,4
49,125,1,1,2,2,1,2,2
49,125,2,1,2,2,1,2,2
49,125,3,2,0,4,2,0,4
49,125,4,0,2,2,2,2,2
49,125,5,1,2,2,1,2,2
49,125,6,1,1,3,2,1,3
49,125,7,2,1,3,1,1,3
49,125,8,0,3,1,1,3,1
49,125,9,2,0,4,2,0,4
49,125,10,2,0,4,2,0,4
49,125,11,2,0,4,2,0,4
49,125,12,2,1,3,1,1,3
49,125,13,1,1,3,2,1,3
49,125,14,2,1,3,1,1,3
49,125,15,1,2,2,1,2,2
49,125,16,2,0,4,2,0,4
49,125,17,1,1,3,2,1,3
49,125,18,2,0,4,2,0,4
49,125,19,2,1,3,1,1,3
49,125,20,1,3,1,0,3,1
49,125,21,2,0,4,2,0,4
49,125,22,1,1,3,2,1,3
49,125,23,2,0,4,2,0,4
49,125,24,2,1,3,1,1,3
49,125,25,1,1,3,2,1,3
49,125,26,1,2,2,1,2,2
49,125,27,2,0,4,2,0,4
49,125,28,1,1,3,2,1,3
49,125,29,2,0,4,2,0,4
49,125,30,1,1,3,2,1,3
49,125,31,2,2,2,0,2,2
49,125,32,1,2,2,1,2,2
49,125,33,0,3,1,1,3,1
49,125,34,1,1,3,2,1,3
49,125,35,2,0,4,2,0,4
49,125,36,1,1,3,2,1,3
49,125,37,1,1,3,2,1,3
49,125,38,2,1,3,1,1,3
49,125,39,1,2,2,1,2,2
49,125,40,1,2,2,1,2,2
49,125,41,0,2,2,2,2,2
49,125,42,2,0,4,2,0,4
49,125,43,2,0,4,2,0,4
49,125,44,1,3,1,0,3,1
49,125,45,1,1,3,2,1,3
49,125,46,1,1,3,2,1,3
49,125,47,1,1,3,2,1,3
49,125,48,1,1,3,2,1,3
49,125,49,2,2,2,0,2,2
49,125,50,2,1,3,1,1,3
49,125,51,1,2,2,1,2,2
49,125,52,2,1,3,1,1,3
49,125,53,1,3,1,0,3,1
49,125,54,1,2,2,1,2,2
49,125,55,2,1,3,1,1,3
49,125,56,2,1,3,1,1,3
49,125,57,1,1,3,2,1,3
49,125,58,0,2,2,2,2,2
49,125,59,0,3,1,1,3,1
49,125,60,0,2,2,2,2,2
49,125,61,1,3,1,0,3,1
49,125,62,1,1,3,2,1,3
49,125,63,2,1,3,1,1,3
49,126,0,2,0,4,2,0,4
49,126,1,1,2,2,1,2,2
49,126,2,2,0,4,2,0,4
49,126,3,1,1,3,2,1,3
49,126,4,2,0,4,2,0,4
49,126,5,1,1,3,2,1,3
49,126,6,1,2,2,1,2,2
49,126,7,1,2,2,1,2,2
49,126,8,2,0,4,2,0,4
49,126,9,0,3,1,1,3,1
49,126,10,1,3,1,0,3,1
49,126,11,2,0,4,2,0,4
49,126,12,2,1,3,1,1,3
49,126,13,0,4,0,0,4,0
49,126,14,2,0,4,2,0,4
49,126,15,2,0,4,2,0,4
49,126,16,2,1,3,1,1,3
49,126,17,1,1,3,2,1,3
49,126,18,2,0,4,2,0,4
49,126,19,2,1,3,1,1,3
49,126,20,1,2,2,1,2,2
49,126,21,2,0,4,2,0,4
49,126,22,2,0,4,2,0,4
49,126,23,2,1,3,1,1,3
49,126,24,1,1,3,2,1,3
49,126,25,1,1,3,2,1,3
49,126,26,0,2,2,2,2,2
49,126,27,1,1,3,2,1,3
49,126,28,2,1,3,1,1,3
49,126,29,0,2,2,2,2,2
49,126,30,2,0,4,2,0,4
49,126,31,1,2,2,1,2,2
49,126,32,2,1,3,1,1,3
49,126,33,1,1,3,2,1,3
49,126,34,2,0,4,2,0,4
49,126,35,1,1,3,2,1,3
49,126,36,2,0,4,2,0,4
49,126,37,2,2,2,0,2,2
49,126,38,1,1,3,2,1,3
49,126,39,1,1,3,2,1,3
49,126,40,1,1,3,2,1,3
49,126,41,2,0,4,2,0,4
49,126,42,1,1,3,2,1,3
49,126,43,1,1,3,2,1,3
49,126,44,2,1,3,1,1,3
49,126,45,2,0,4,2,0,4
49,126,46,2,0,4,2,0,4
49,126,47,0,2,2,2,2,2
49,126,48,1,1,3,2,1,3
49,126,49,1,2,2,1,2,2
49,126,50,2,0,4,2,0,4
49,126,51,1,3,1,0,3,1
49,126,52,2,0,4,2,0,4
