Episode,Trial,Lookahead,O1,O2,Action 1,Action 2,Action 3
345,0,3,1.2945313453674316,2.7054686546325684,0.0521875,0.5271875,0.420625
346,0,3,1.290624976158142,2.7093749046325684,0.0515625,0.5321875,0.41625
347,0,3,1.2923438549041748,2.707656145095825,0.0509375,0.54078125,0.40828125
348,0,3,1.2568750381469727,2.7431252002716064,0.0625,0.53265625,0.40484375
349,0,3,1.1921875476837158,2.8078126907348633,0.0625,0.5209375,0.4165625
350,0,3,1.1292188167572021,2.870781183242798,0.064375,0.52859375,0.40703125
351,0,3,1.110781192779541,2.889218330383301,0.0734375,0.53234375,0.39421875
352,0,3,1.0501562356948853,2.949843645095825,0.0690625,0.5265625,0.404375
353,0,3,1.0174999237060547,2.982499837875366,0.06890625,0.53015625,0.4009375
354,0,3,0.9893749952316284,3.010624885559082,0.07109375,0.535,0.39390625
355,0,3,0.9695312976837158,3.030468702316284,0.07609375,0.53078125,0.393125
356,0,3,0.953906238079071,3.046093702316284,0.08203125,0.53421875,0.38375
357,0,3,0.926562488079071,3.073437452316284,0.08703125,0.5265625,0.38640625
358,0,3,0.9200000166893005,3.0799999237060547,0.085625,0.5396875,0.3746875
359,0,3,0.92578125,3.074218988418579,0.0890625,0.5484375,0.3625
360,0,3,0.9395312666893005,3.0604686737060547,0.0953125,0.55703125,0.34765625
361,0,3,0.9123437404632568,3.087656259536743,0.10140625,0.5378125,0.36078125
362,0,3,0.927187442779541,3.07281231880188,0.10625,0.55328125,0.34046875
363,0,3,0.9365624785423279,3.0634377002716064,0.11671875,0.5503125,0.33296875
364,0,3,0.9498437643051147,3.050156354904175,0.1240625,0.558125,0.3178125
365,0,3,0.9617187976837158,3.0382814407348633,0.133125,0.554375,0.3125
366,0,3,0.9910937547683716,3.008906126022339,0.14875,0.56640625,0.28484375
367,0,3,1.0234376192092896,2.9765625,0.163125,0.56734375,0.26953125
368,0,3,1.0417187213897705,2.9582812786102295,0.158125,0.5990625,0.2428125
369,0,3,1.0612499713897705,2.9387500286102295,0.1653125,0.608125,0.2265625
370,0,3,1.0790624618530273,2.9209375381469727,0.17703125,0.61296875,0.21
371,0,3,1.1090624332427979,2.890937566757202,0.19921875,0.6009375,0.19984375
372,0,3,1.1454687118530273,2.8545310497283936,0.2134375,0.60671875,0.17984375
373,0,3,1.1139062643051147,2.886093854904175,0.20046875,0.60515625,0.194375
374,0,3,1.1195313930511475,2.8804688453674316,0.20515625,0.60140625,0.1934375
375,0,3,1.1185938119888306,2.881406307220459,0.211875,0.59140625,0.19671875
376,0,3,1.1100000143051147,2.890000104904175,0.20375,0.5975,0.19875
377,0,3,1.0846874713897705,2.9153125286102295,0.18296875,0.6046875,0.21234375
378,0,3,1.074375033378601,2.9256248474121094,0.1721875,0.604375,0.2234375
379,0,3,1.0334374904632568,2.966562509536743,0.1509375,0.604375,0.2446875
380,0,3,1.0723438262939453,2.927656412124634,0.1584375,0.6109375,0.230625
381,0,3,1.0420312881469727,2.9579687118530273,0.14296875,0.60671875,0.2503125
382,0,3,1.1028125286102295,2.8971874713897705,0.159375,0.62,0.220625
383,0,3,1.135156273841858,2.8648438453674316,0.1746875,0.61203125,0.21328125
384,0,3,1.1810938119888306,2.818906545639038,0.18671875,0.6265625,0.18671875
385,0,3,1.2160937786102295,2.7839064598083496,0.19,0.63296875,0.17703125
386,0,3,1.24734365940094,2.7526564598083496,0.20328125,0.6353125,0.16140625
387,0,3,1.2898437976837158,2.7101564407348633,0.2140625,0.65,0.1359375
388,0,3,1.339687466621399,2.6603126525878906,0.22890625,0.65828125,0.1128125
389,0,3,1.3907814025878906,2.6092188358306885,0.25484375,0.64515625,0.1
390,0,3,1.4056251049041748,2.5943751335144043,0.2578125,0.655625,0.0865625
391,0,3,1.4276561737060547,2.572343587875366,0.25796875,0.670625,0.07140625
392,0,3,1.452031135559082,2.547968626022339,0.2796875,0.65734375,0.06296875
393,0,3,1.5178124904632568,2.482187509536743,0.305625,0.645625,0.04875
394,0,3,1.5489063262939453,2.4510936737060547,0.33546875,0.63375,0.03078125
395,0,3,1.5773438215255737,2.4226560592651367,0.3475,0.62625,0.02625
396,0,3,1.62109375,2.37890625,0.3809375,0.59796875,0.02109375
397,0,3,1.6378123760223389,2.362187623977661,0.391875,0.59234375,0.01578125
398,0,3,1.6635938882827759,2.3364062309265137,0.41171875,0.57671875,0.0115625
399,0,3,1.681249976158142,2.3187499046325684,0.4184375,0.57015625,0.01140625
400,0,3,1.6753125190734863,2.3246874809265137,0.42171875,0.56984375,0.0084375
401,0,3,1.6965625286102295,2.3034372329711914,0.42953125,0.56578125,0.0046875
402,0,3,1.7106250524520874,2.289374828338623,0.4375,0.5565625,0.0059375
403,0,3,1.7240625619888306,2.275937557220459,0.4515625,0.543125,0.0053125
404,0,3,1.7185938358306885,2.2814064025878906,0.44484375,0.54890625,0.00625
405,0,3,1.7314062118530273,2.2685937881469727,0.4525,0.54515625,0.00234375
406,0,3,1.7479687929153442,2.2520313262939453,0.45703125,0.538125,0.00484375
407,0,3,1.75906240940094,2.2409377098083496,0.4715625,0.5265625,0.001875
408,0,3,1.7504688501358032,2.2495312690734863,0.4615625,0.5346875,0.00375
409,0,3,1.7540624141693115,2.2459375858306885,0.47015625,0.52546875,0.004375
410,0,3,1.7503125667572021,2.249687433242798,0.46765625,0.52953125,0.0028125
411,0,3,1.7634373903274536,2.2365622520446777,0.469375,0.529375,0.00125
412,0,3,1.7598438262939453,2.2401561737060547,0.471875,0.52546875,0.00265625
413,0,3,1.7450000047683716,2.254999876022339,0.4646875,0.5334375,0.001875
414,0,3,1.7531249523162842,2.2468748092651367,0.4721875,0.525,0.0028125
415,0,3,1.759218692779541,2.240781307220459,0.47171875,0.52578125,0.0025
416,0,3,1.7626562118530273,2.2373437881469727,0.4740625,0.52359375,0.00234375
417,0,3,1.7664062976837158,2.233593702316284,0.47859375,0.519375,0.00203125
418,0,3,1.7756251096725464,2.224375009536743,0.4859375,0.51265625,0.00140625
419,0,3,1.7728126049041748,2.2271876335144043,0.4803125,0.51765625,0.00203125
420,0,3,1.7739062309265137,2.2260937690734863,0.4784375,0.52078125,0.00078125
421,0,3,1.7578123807907104,2.2421875,0.4784375,0.52,0.0015625
422,0,3,1.7717186212539673,2.228281259536743,0.4840625,0.51390625,0.00203125
423,0,3,1.763281226158142,2.2367186546325684,0.475625,0.5221875,0.0021875
424,0,3,1.7834374904632568,2.216562509536743,0.48765625,0.51125,0.00109375
425,0,3,1.7590625286102295,2.2409377098083496,0.47265625,0.52515625,0.0021875
426,0,3,1.7670313119888306,2.23296856880188,0.48546875,0.5121875,0.00234375
427,0,3,1.7629687786102295,2.2370312213897705,0.4825,0.515625,0.001875
428,0,3,1.7799999713897705,2.2199997901916504,0.48453125,0.51375,0.00171875
429,0,3,1.7496874332427979,2.250312566757202,0.4678125,0.529375,0.0028125
430,0,3,1.7468748092651367,2.2531251907348633,0.46375,0.5346875,0.0015625
431,0,3,1.769687533378601,2.2303123474121094,0.4809375,0.51765625,0.00140625
432,0,3,1.770937442779541,2.229062557220459,0.4859375,0.5128125,0.00125
433,0,3,1.7573437690734863,2.2426562309265137,0.4696875,0.52890625,0.00140625
434,0,3,1.7378125190734863,2.2621874809265137,0.45625,0.54140625,0.00234375
435,0,3,1.7556250095367432,2.244374990463257,0.46953125,0.52921875,0.00125
436,0,3,1.7467187643051147,2.2532811164855957,0.45875,0.53890625,0.00234375
437,0,3,1.7646876573562622,2.2353124618530273,0.46484375,0.533125,0.00203125
438,0,3,1.7298437356948853,2.2701563835144043,0.44875,0.549375,0.001875
439,0,3,1.721250057220459,2.278749942779541,0.434375,0.56234375,0.00328125
440,0,3,1.716249942779541,2.283750057220459,0.428125,0.5703125,0.0015625
441,0,3,1.694374918937683,2.3056249618530273,0.4084375,0.5896875,0.001875
442,0,3,1.7156250476837158,2.284374952316284,0.4146875,0.58265625,0.00265625
443,0,3,1.711093783378601,2.2889063358306885,0.40609375,0.5909375,0.00296875
444,0,3,1.6803126335144043,2.3196873664855957,0.38515625,0.61078125,0.0040625
445,0,3,1.6814062595367432,2.318593740463257,0.38578125,0.61046875,0.00375
446,0,3,1.6912500858306885,2.3087499141693115,0.39265625,0.6034375,0.00390625
447,0,3,1.6653125286102295,2.3346874713897705,0.37203125,0.62359375,0.004375
448,0,3,1.6640625,2.3359375,0.36234375,0.633125,0.00453125
449,0,3,1.6426563262939453,2.357343912124634,0.35296875,0.64109375,0.0059375
450,0,3,1.6532812118530273,2.3467187881469727,0.36546875,0.629375,0.00515625
451,0,3,1.6387498378753662,2.3612499237060547,0.35375,0.63953125,0.00671875
452,0,3,1.6417186260223389,2.358281135559082,0.356875,0.63875,0.004375
453,0,3,1.6540623903274536,2.345937728881836,0.35328125,0.64015625,0.0065625
454,0,3,1.6409375667572021,2.359062433242798,0.3465625,0.64578125,0.00765625
455,0,3,1.6253124475479126,2.374687433242798,0.33609375,0.6571875,0.00671875
456,0,3,1.6504688262939453,2.3495311737060547,0.35265625,0.6409375,0.00640625
457,0,3,1.6314060688018799,2.368593692779541,0.34734375,0.64484375,0.0078125
458,0,3,1.6387500762939453,2.361250162124634,0.34671875,0.6459375,0.00734375
459,0,3,1.6424999237060547,2.3575000762939453,0.3565625,0.63640625,0.00703125
460,0,3,1.6518750190734863,2.3481249809265137,0.3471875,0.64703125,0.00578125
461,0,3,1.62765634059906,2.3723437786102295,0.3396875,0.6525,0.0078125
462,0,3,1.6246875524520874,2.375312566757202,0.33203125,0.66,0.00796875
463,0,3,1.6071875095367432,2.392812490463257,0.3296875,0.661875,0.0084375
464,0,3,1.6182812452316284,2.381718873977661,0.315,0.67890625,0.00609375
465,0,3,1.5982811450958252,2.401718854904175,0.304375,0.68875,0.006875
466,0,3,1.5907812118530273,2.4092185497283936,0.3065625,0.68234375,0.01109375
467,0,3,1.5739063024520874,2.426093578338623,0.28140625,0.70890625,0.0096875
468,0,3,1.5643750429153442,2.4356250762939453,0.27484375,0.716875,0.00828125
469,0,3,1.5593749284744263,2.4406251907348633,0.2784375,0.71265625,0.00890625
470,0,3,1.558750033378601,2.4412498474121094,0.2709375,0.71921875,0.00984375
471,0,3,1.550937533378601,2.4490625858306885,0.2659375,0.7246875,0.009375
472,0,3,1.550937533378601,2.4490625858306885,0.26609375,0.724375,0.00953125
473,0,3,1.5498437881469727,2.4501564502716064,0.2546875,0.7365625,0.00875
474,0,3,1.52734375,2.47265625,0.2440625,0.74578125,0.01015625
475,0,3,1.5459375381469727,2.4540624618530273,0.24953125,0.74171875,0.00875
476,0,3,1.5017187595367432,2.498281240463257,0.21734375,0.77171875,0.0109375
477,0,3,1.4879688024520874,2.512031078338623,0.20734375,0.780625,0.01203125
478,0,3,1.4887501001358032,2.5112500190734863,0.19609375,0.7959375,0.00796875
479,0,3,1.462031364440918,2.537968635559082,0.19046875,0.79671875,0.0128125
480,0,3,1.456874966621399,2.5431246757507324,0.17578125,0.81515625,0.0090625
481,0,3,1.4435937404632568,2.556406259536743,0.16078125,0.83015625,0.0090625
482,0,3,1.4528124332427979,2.547187328338623,0.16875,0.82421875,0.00703125
483,0,3,1.5017187595367432,2.498281240463257,0.2090625,0.78359375,0.00734375
484,0,3,1.5360937118530273,2.4639060497283936,0.24453125,0.75125,0.00421875
485,0,3,1.5712499618530273,2.4287500381469727,0.27796875,0.71890625,0.003125
486,0,3,1.6135936975479126,2.386406421661377,0.3221875,0.675625,0.0021875
487,0,3,1.649843692779541,2.35015606880188,0.35765625,0.64125,0.00109375
488,0,3,1.6628124713897705,2.3371875286102295,0.36875,0.63,0.00125
489,0,3,1.6884374618530273,2.3115625381469727,0.39484375,0.60453125,0.000625
490,0,3,1.6964061260223389,2.303593635559082,0.40515625,0.59453125,0.0003125
491,0,3,1.7309374809265137,2.2690625190734863,0.42890625,0.5703125,0.00078125
492,0,3,1.7223438024520874,2.2776565551757812,0.42203125,0.57734375,0.000625
493,0,3,1.7246875762939453,2.275312662124634,0.44078125,0.55859375,0.000625
494,0,3,1.7426562309265137,2.2573437690734863,0.44875,0.5509375,0.0003125
495,0,3,1.7506251335144043,2.2493748664855957,0.4546875,0.54515625,0.00015625
496,0,3,1.7456247806549072,2.2543749809265137,0.46421875,0.535625,0.00015625
497,0,3,1.7567187547683716,2.243281364440918,0.47828125,0.52140625,0.0003125
498,0,3,1.7545313835144043,2.2454686164855957,0.4628125,0.536875,0.0003125
499,0,3,1.7598437070846558,2.2401561737060547,0.47234375,0.5271875,0.00046875
