Episode,Trial,Lookahead,O1,O2,Action 1,Action 2,Action 3
25,0,3,2.5242185592651367,1.4757812023162842,0.4165625,0.17375,0.4096875
26,0,3,2.526250123977661,1.4737498760223389,0.41171875,0.19125,0.39703125
27,0,3,2.504999876022339,1.4950001239776611,0.40578125,0.18515625,0.4090625
28,0,3,2.5296874046325684,1.470312476158142,0.41703125,0.17625,0.40671875
29,0,3,2.5104687213897705,1.4895312786102295,0.40046875,0.19171875,0.4078125
30,0,3,2.5659375190734863,1.4340626001358032,0.41,0.20125,0.38875
31,0,3,2.546875,1.453125,0.389375,0.21484375,0.39578125
32,0,3,2.557499885559082,1.4424999952316284,0.39671875,0.20140625,0.401875
33,0,3,2.5512499809265137,1.4487500190734863,0.400625,0.2040625,0.3953125
34,0,3,2.571406126022339,1.4285937547683716,0.3975,0.20828125,0.39421875
35,0,3,2.5882811546325684,1.4117188453674316,0.39984375,0.20171875,0.3984375
36,0,3,2.5942187309265137,1.4057811498641968,0.401875,0.20765625,0.39046875
37,0,3,2.5707809925079346,1.4292186498641968,0.3915625,0.210625,0.3978125
38,0,3,2.5857813358306885,1.414218783378601,0.39859375,0.22171875,0.3796875
39,0,3,2.59765625,1.4023436307907104,0.3953125,0.22359375,0.38109375
40,0,3,2.608750104904175,1.3912500143051147,0.40140625,0.22109375,0.3775
41,0,3,2.5854687690734863,1.4145313501358032,0.386875,0.22578125,0.38734375
42,0,3,2.591249942779541,1.408750057220459,0.39296875,0.22078125,0.38625
43,0,3,2.629687547683716,1.3703124523162842,0.39703125,0.23203125,0.3709375
44,0,3,2.5950000286102295,1.40500009059906,0.37796875,0.24375,0.37828125
45,0,3,2.6279687881469727,1.3720312118530273,0.3853125,0.246875,0.3678125
46,0,3,2.5967187881469727,1.4032812118530273,0.3703125,0.24859375,0.38109375
47,0,3,2.59765625,1.4023438692092896,0.37796875,0.26734375,0.3546875
48,0,3,2.6142187118530273,1.3857812881469727,0.39765625,0.265625,0.33671875
49,0,3,2.5523436069488525,1.4476561546325684,0.37609375,0.281875,0.34203125
50,0,3,2.53515625,1.4648436307907104,0.37859375,0.29890625,0.3225
51,0,3,2.532656192779541,1.4673436880111694,0.38359375,0.3021875,0.31421875
52,0,3,2.5135936737060547,1.4864063262939453,0.37921875,0.30921875,0.3115625
53,0,3,2.502500057220459,1.497499942779541,0.37890625,0.30890625,0.3121875
54,0,3,2.4621872901916504,1.5378124713897705,0.3728125,0.32484375,0.30234375
55,0,3,2.4649999141693115,1.534999966621399,0.38265625,0.31875,0.29859375
56,0,3,2.4312500953674316,1.568750023841858,0.36953125,0.33125,0.29921875
57,0,3,2.4337499141693115,1.566249966621399,0.381875,0.318125,0.3
58,0,3,2.4331250190734863,1.5668751001358032,0.3765625,0.32578125,0.29765625
59,0,3,2.388749837875366,1.6112500429153442,0.37546875,0.32515625,0.299375
60,0,3,2.4171876907348633,1.5828125476837158,0.3790625,0.32765625,0.29328125
61,0,3,2.3975000381469727,1.602500081062317,0.37828125,0.3246875,0.29703125
62,0,3,2.3968749046325684,1.6031250953674316,0.38734375,0.31453125,0.298125
63,0,3,2.371875047683716,1.6281249523162842,0.36671875,0.33859375,0.2946875
64,0,3,2.3684377670288086,1.631562352180481,0.37265625,0.3371875,0.29015625
65,0,3,2.385312557220459,1.614687442779541,0.379375,0.33296875,0.28765625
66,0,3,2.372812509536743,1.6271874904632568,0.38125,0.34140625,0.27734375
67,0,3,2.368906021118164,1.6310936212539673,0.3821875,0.34359375,0.27421875
68,0,3,2.365000009536743,1.6349999904632568,0.38375,0.34140625,0.27484375
69,0,3,2.3684375286102295,1.6315624713897705,0.38765625,0.33640625,0.2759375
70,0,3,2.3573436737060547,1.6426563262939453,0.37734375,0.34859375,0.2740625
71,0,3,2.377812623977661,1.6221874952316284,0.39328125,0.33875,0.26796875
72,0,3,2.3535938262939453,1.6464061737060547,0.37703125,0.3475,0.27546875
73,0,3,2.354375123977661,1.6456248760223389,0.38390625,0.34484375,0.27125
74,0,3,2.336250066757202,1.6637499332427979,0.37640625,0.34453125,0.2790625
75,0,3,2.3637499809265137,1.6362501382827759,0.38203125,0.34609375,0.271875
76,0,3,2.324531078338623,1.6754686832427979,0.3675,0.3478125,0.2846875
77,0,3,2.355781316757202,1.6442186832427979,0.385625,0.34140625,0.27296875
78,0,3,2.324531316757202,1.6754686832427979,0.3759375,0.35421875,0.26984375
79,0,3,2.3046875,1.6953125,0.3634375,0.36140625,0.27515625
80,0,3,2.3453125953674316,1.654687523841858,0.3784375,0.35203125,0.26953125
81,0,3,2.3614063262939453,1.6385936737060547,0.3809375,0.35984375,0.25921875
82,0,3,2.3768749237060547,1.6231250762939453,0.386875,0.37109375,0.24203125
83,0,3,2.411250114440918,1.588749885559082,0.38796875,0.375625,0.23640625
84,0,3,2.424062490463257,1.5759375095367432,0.4075,0.36734375,0.22515625
85,0,3,2.4160938262939453,1.5839064121246338,0.4015625,0.37171875,0.22671875
86,0,3,2.405156373977661,1.5948436260223389,0.39328125,0.38453125,0.2221875
87,0,3,2.4128124713897705,1.5871875286102295,0.395625,0.3846875,0.2196875
88,0,3,2.4107813835144043,1.5892187356948853,0.3878125,0.4003125,0.211875
89,0,3,2.3896875381469727,1.6103124618530273,0.38203125,0.40390625,0.2140625
90,0,3,2.414062738418579,1.5859375,0.39640625,0.3953125,0.20828125
91,0,3,2.4010939598083496,1.5989062786102295,0.38578125,0.3915625,0.22265625
92,0,3,2.3979687690734863,1.6020312309265137,0.39046875,0.38484375,0.2246875
93,0,3,2.3737499713897705,1.6262500286102295,0.37609375,0.3978125,0.22609375
94,0,3,2.3673436641693115,1.632656216621399,0.37703125,0.391875,0.23109375
95,0,3,2.3678126335144043,1.6321876049041748,0.3759375,0.39890625,0.22515625
96,0,3,2.3885936737060547,1.6114063262939453,0.39828125,0.38296875,0.21875
97,0,3,2.375312328338623,1.6246874332427979,0.39203125,0.38,0.22796875
98,0,3,2.3860936164855957,1.6139062643051147,0.4028125,0.37859375,0.21859375
99,0,3,2.396718740463257,1.6032812595367432,0.39875,0.38703125,0.21421875
100,0,3,2.4024999141693115,1.5975000858306885,0.40328125,0.38921875,0.2075
101,0,3,2.3935937881469727,1.606406331062317,0.4028125,0.37859375,0.21859375
102,0,3,2.3781251907348633,1.6218750476837158,0.40046875,0.374375,0.22515625
103,0,3,2.38921856880188,1.610781192779541,0.40359375,0.375625,0.22078125
104,0,3,2.3500001430511475,1.649999976158142,0.38390625,0.3821875,0.23390625
105,0,3,2.353593587875366,1.6464064121246338,0.38640625,0.38,0.23359375
106,0,3,2.3706250190734863,1.6293749809265137,0.39390625,0.370625,0.23546875
107,0,3,2.3151559829711914,1.68484365940094,0.3765625,0.36734375,0.25609375
108,0,3,2.3059377670288086,1.69406259059906,0.36609375,0.37921875,0.2546875
109,0,3,2.3123435974121094,1.687656283378601,0.37015625,0.369375,0.26046875
110,0,3,2.30859375,1.6914063692092896,0.36796875,0.3734375,0.25859375
111,0,3,2.267031192779541,1.732968807220459,0.3571875,0.3759375,0.266875
112,0,3,2.248906373977661,1.7510936260223389,0.3396875,0.38140625,0.27890625
113,0,3,2.2057812213897705,1.7942187786102295,0.32515625,0.38515625,0.2896875
114,0,3,2.2373437881469727,1.7626562118530273,0.33859375,0.3953125,0.26609375
115,0,3,2.2214062213897705,1.7785940170288086,0.325625,0.39265625,0.28171875
116,0,3,2.197500228881836,1.8024998903274536,0.32359375,0.384375,0.29203125
117,0,3,2.179062604904175,1.8209376335144043,0.31234375,0.39515625,0.2925
118,0,3,2.149843692779541,1.850156307220459,0.30078125,0.399375,0.29984375
119,0,3,2.163749933242798,1.8362500667572021,0.306875,0.39421875,0.29890625
120,0,3,2.1595311164855957,1.8404687643051147,0.29890625,0.4140625,0.28703125
121,0,3,2.1600000858306885,1.8399999141693115,0.29453125,0.40609375,0.299375
122,0,3,2.1603126525878906,1.8396875858306885,0.29921875,0.404375,0.29640625
123,0,3,2.147343873977661,1.8526561260223389,0.304375,0.40484375,0.29078125
124,0,3,2.108281373977661,1.8917186260223389,0.2840625,0.41546875,0.30046875
125,0,3,2.1376564502716064,1.8623437881469727,0.2946875,0.4146875,0.290625
126,0,3,2.146718740463257,1.8532812595367432,0.3015625,0.41875,0.2796875
127,0,3,2.16156268119812,1.838437557220459,0.30765625,0.42109375,0.27125
128,0,3,2.182812452316284,1.8171875476837158,0.31640625,0.41671875,0.266875
129,0,3,2.191093683242798,1.808906078338623,0.316875,0.42140625,0.26171875
130,0,3,2.198906183242798,1.8010938167572021,0.31828125,0.41203125,0.2696875
131,0,3,2.2350001335144043,1.7649998664855957,0.33171875,0.4028125,0.26546875
132,0,3,2.2140626907348633,1.7859375476837158,0.33390625,0.39984375,0.26625
133,0,3,2.227656364440918,1.7723437547683716,0.336875,0.403125,0.26
134,0,3,2.2582812309265137,1.7417186498641968,0.35203125,0.38078125,0.2671875
135,0,3,2.273749828338623,1.7262500524520874,0.3634375,0.3715625,0.265
136,0,3,2.2604687213897705,1.7395312786102295,0.36390625,0.365625,0.27046875
137,0,3,2.2710938453674316,1.728906273841858,0.3678125,0.3728125,0.259375
138,0,3,2.290937662124634,1.7090625762939453,0.365,0.3621875,0.2728125
139,0,3,2.263124942779541,1.736875057220459,0.36515625,0.3634375,0.27140625
140,0,3,2.294687509536743,1.7053124904632568,0.368125,0.35828125,0.27359375
141,0,3,2.282343626022339,1.7176562547683716,0.36578125,0.35390625,0.2803125
142,0,3,2.2890625,1.7109375,0.3646875,0.36046875,0.27484375
143,0,3,2.2792184352874756,1.7207813262939453,0.35171875,0.36046875,0.2878125
144,0,3,2.271249771118164,1.7287499904632568,0.35125,0.35796875,0.29078125
145,0,3,2.292343854904175,1.7076562643051147,0.36234375,0.3521875,0.28546875
146,0,3,2.2867190837860107,1.7132811546325684,0.34515625,0.35296875,0.301875
147,0,3,2.3070311546325684,1.692968726158142,0.34703125,0.3628125,0.29015625
148,0,3,2.2478127479553223,1.7521874904632568,0.34515625,0.35,0.30484375
149,0,3,2.2456250190734863,1.7543749809265137,0.3403125,0.35484375,0.30484375
150,0,3,2.247812509536743,1.7521874904632568,0.34046875,0.3703125,0.28921875
151,0,3,2.2171876430511475,1.782812476158142,0.33453125,0.358125,0.30734375
152,0,3,2.223750114440918,1.7762500047683716,0.32453125,0.39390625,0.2815625
153,0,3,2.2498438358306885,1.7501561641693115,0.350625,0.370625,0.27875
154,0,3,2.2196874618530273,1.7803125381469727,0.3496875,0.361875,0.2884375
155,0,3,2.1937499046325684,1.806249976158142,0.3425,0.3753125,0.2821875
156,0,3,2.168281078338623,1.8317188024520874,0.335625,0.378125,0.28625
157,0,3,2.1826562881469727,1.817343831062317,0.34203125,0.37046875,0.2875
158,0,3,2.183906078338623,1.8160938024520874,0.343125,0.38453125,0.27234375
159,0,3,2.157343864440918,1.842656135559082,0.3271875,0.38796875,0.28484375
160,0,3,2.151562452316284,1.8484375476837158,0.3340625,0.39390625,0.27203125
161,0,3,2.1240625381469727,1.875937581062317,0.3265625,0.38359375,0.28984375
162,0,3,2.092656373977661,1.9073437452316284,0.321875,0.37703125,0.30109375
163,0,3,2.1307811737060547,1.8692187070846558,0.32109375,0.38484375,0.2940625
164,0,3,2.1137502193450928,1.8862500190734863,0.3325,0.371875,0.295625
165,0,3,2.0828123092651367,1.9171874523162842,0.31453125,0.37359375,0.311875
166,0,3,2.0707812309265137,1.9292187690734863,0.3246875,0.36875,0.3065625
167,0,3,2.0707812309265137,1.9292187690734863,0.31625,0.37078125,0.31296875
168,0,3,2.0810937881469727,1.9189062118530273,0.3225,0.370625,0.306875
169,0,3,2.040156126022339,1.9598438739776611,0.31078125,0.364375,0.32484375
170,0,3,2.06640625,1.93359375,0.3190625,0.366875,0.3140625
171,0,3,2.0420312881469727,1.9579687118530273,0.32546875,0.35484375,0.3196875
172,0,3,2.0503125190734863,1.9496874809265137,0.32421875,0.36359375,0.3121875
173,0,3,2.093437433242798,1.9065624475479126,0.329375,0.36609375,0.30453125
174,0,3,2.0598435401916504,1.94015634059906,0.31828125,0.35921875,0.3225
175,0,3,2.0793750286102295,1.9206249713897705,0.3446875,0.34859375,0.30671875
176,0,3,2.0740625858306885,1.925937533378601,0.34015625,0.34796875,0.311875
177,0,3,2.0712499618530273,1.9287500381469727,0.32734375,0.36109375,0.3115625
178,0,3,2.061875104904175,1.9381251335144043,0.32796875,0.355,0.31703125
179,0,3,2.0623438358306885,1.9376561641693115,0.33109375,0.35171875,0.3171875
180,0,3,2.077343702316284,1.9226562976837158,0.32703125,0.3475,0.32546875
181,0,3,2.0453124046325684,1.9546873569488525,0.31125,0.361875,0.326875
182,0,3,2.0478124618530273,1.9521875381469727,0.30890625,0.36515625,0.3259375
183,0,3,2.057500123977661,1.9424999952316284,0.30375,0.36390625,0.33234375
184,0,3,2.0165624618530273,1.9834375381469727,0.2965625,0.36875,0.3346875
185,0,3,2.0174999237060547,1.9824999570846558,0.295625,0.3596875,0.3446875
186,0,3,2.012500047683716,1.9874998331069946,0.2853125,0.37453125,0.34015625
187,0,3,1.9787499904632568,2.021250009536743,0.27515625,0.373125,0.35171875
188,0,3,1.9999998807907104,2.0,0.27359375,0.385625,0.34078125
189,0,3,1.9810938835144043,2.0189061164855957,0.27140625,0.3803125,0.34828125
190,0,3,1.9667186737060547,2.0332813262939453,0.2525,0.3921875,0.3553125
191,0,3,1.9165624380111694,2.083437442779541,0.23640625,0.4084375,0.35515625
192,0,3,1.9375,2.0625,0.235,0.4115625,0.3534375
193,0,3,1.9084376096725464,2.091562271118164,0.210625,0.424375,0.365
194,0,3,1.9009374380111694,2.099062442779541,0.21328125,0.4184375,0.36828125
195,0,3,1.8654687404632568,2.134531259536743,0.18859375,0.43921875,0.3721875
196,0,3,1.8379687070846558,2.1620311737060547,0.18015625,0.428125,0.39171875
197,0,3,1.8229687213897705,2.1770312786102295,0.16515625,0.4334375,0.40140625
198,0,3,1.8268749713897705,2.1731247901916504,0.16546875,0.44296875,0.3915625
199,0,3,1.803593635559082,2.196406364440918,0.14515625,0.460625,0.39421875
200,0,3,1.7614063024520874,2.238593578338623,0.1303125,0.46015625,0.40953125
201,0,3,1.7707812786102295,2.2292187213897705,0.12578125,0.47015625,0.4040625
202,0,3,1.7698436975479126,2.230156183242798,0.12375,0.46578125,0.41046875
203,0,3,1.7657811641693115,2.2342185974121094,0.1196875,0.46828125,0.41203125
204,0,3,1.7479687929153442,2.2520313262939453,0.1125,0.47046875,0.41703125
205,0,3,1.7515625953674316,2.2484374046325684,0.11734375,0.47203125,0.410625
206,0,3,1.7549999952316284,2.244999885559082,0.1121875,0.47140625,0.41640625
207,0,3,1.7464063167572021,2.253593683242798,0.10140625,0.485,0.41359375
208,0,3,1.7468750476837158,2.253124952316284,0.10890625,0.4765625,0.41453125
209,0,3,1.734218716621399,2.2657814025878906,0.09234375,0.47921875,0.4284375
210,0,3,1.7142187356948853,2.2857813835144043,0.09484375,0.46953125,0.435625
211,0,3,1.7556251287460327,2.2443747520446777,0.1121875,0.46625,0.4215625
212,0,3,1.7200000286102295,2.2800002098083496,0.1065625,0.46421875,0.42921875
213,0,3,1.7565624713897705,2.2434375286102295,0.11921875,0.46546875,0.4153125
214,0,3,1.76171875,2.238281488418579,0.12703125,0.4571875,0.41578125
215,0,3,1.7531250715255737,2.2468748092651367,0.13625,0.43796875,0.42578125
216,0,3,1.811249852180481,2.1887500286102295,0.14390625,0.44765625,0.4084375
217,0,3,1.7764062881469727,2.2235939502716064,0.1403125,0.44453125,0.41515625
218,0,3,1.7532813549041748,2.246718645095825,0.14390625,0.4375,0.41859375
219,0,3,1.8040624856948853,2.1959376335144043,0.1465625,0.44734375,0.40609375
220,0,3,1.7854688167572021,2.214531183242798,0.1525,0.4390625,0.4084375
221,0,3,1.811406135559082,2.188593864440918,0.1571875,0.4440625,0.39875
222,0,3,1.7785937786102295,2.2214059829711914,0.15296875,0.4378125,0.40921875
223,0,3,1.8065624237060547,2.193437337875366,0.1559375,0.44015625,0.40390625
224,0,3,1.8004688024520874,2.199531078338623,0.15890625,0.4328125,0.40828125
225,0,3,1.8149998188018799,2.18500018119812,0.16828125,0.425,0.40671875
226,0,3,1.8312499523162842,2.168750047683716,0.1759375,0.42421875,0.39984375
227,0,3,1.8315623998641968,2.1684374809265137,0.175625,0.4234375,0.4009375
228,0,3,1.8484374284744263,2.1515626907348633,0.180625,0.43265625,0.38671875
229,0,3,1.8604687452316284,2.139531135559082,0.1915625,0.42515625,0.38328125
230,0,3,1.8625000715255737,2.137500047683716,0.186875,0.43625,0.376875
231,0,3,1.9060938358306885,2.0939061641693115,0.21203125,0.4253125,0.36265625
232,0,3,1.9095313549041748,2.090468645095825,0.22109375,0.41234375,0.3665625
233,0,3,1.9312500953674316,2.0687501430511475,0.22625,0.4159375,0.3578125
234,0,3,1.947656273841858,2.0523438453674316,0.23625,0.42109375,0.34265625
235,0,3,1.9459375143051147,2.0540623664855957,0.23734375,0.4184375,0.34421875
236,0,3,1.9475001096725464,2.052500009536743,0.2321875,0.42625,0.3415625
237,0,3,1.9409375190734863,2.0590624809265137,0.24125,0.4059375,0.3528125
238,0,3,1.9423437118530273,2.0576562881469727,0.23453125,0.41625,0.34921875
239,0,3,1.9618749618530273,2.0381250381469727,0.24421875,0.42984375,0.3259375
240,0,3,1.9798438549041748,2.020156145095825,0.24578125,0.43046875,0.32375
241,0,3,1.990781307220459,2.009218692779541,0.24703125,0.43484375,0.318125
242,0,3,1.9950001239776611,2.004999876022339,0.23875,0.44015625,0.32109375
243,0,3,1.9559376239776611,2.044062614440918,0.23953125,0.423125,0.33734375
244,0,3,1.9856250286102295,2.0143749713897705,0.236875,0.4425,0.320625
245,0,3,1.9690624475479126,2.0309371948242188,0.2384375,0.43515625,0.32640625
246,0,3,1.9693748950958252,2.030625104904175,0.23265625,0.43171875,0.335625
247,0,3,1.9414061307907104,2.05859375,0.2246875,0.44875,0.3265625
248,0,3,1.9590623378753662,2.040937662124634,0.22265625,0.4575,0.31984375
249,0,3,1.9581248760223389,2.041874885559082,0.231875,0.44796875,0.32015625
250,0,3,2.0104687213897705,1.98953115940094,0.23515625,0.456875,0.30796875
251,0,3,1.9937500953674316,2.0062499046325684,0.233125,0.44984375,0.31703125
252,0,3,1.9893748760223389,2.010624885559082,0.2371875,0.44859375,0.31421875
253,0,3,2.0264062881469727,1.973593831062317,0.24109375,0.45296875,0.3059375
254,0,3,1.9829686880111694,2.017031192779541,0.22828125,0.45359375,0.318125
255,0,3,1.959531307220459,2.040468692779541,0.23625,0.455,0.30875
256,0,3,1.9350000619888306,2.065000057220459,0.23515625,0.46296875,0.301875
257,0,3,1.905156135559082,2.094843864440918,0.23109375,0.46078125,0.308125
258,0,3,1.865781307220459,2.13421893119812,0.2228125,0.47984375,0.29734375
259,0,3,1.8196876049041748,2.180312395095825,0.21296875,0.4759375,0.31109375
260,0,3,1.7595311403274536,2.240468740463257,0.20359375,0.484375,0.31203125
261,0,3,1.7532813549041748,2.2467188835144043,0.1946875,0.489375,0.3159375
262,0,3,1.709843635559082,2.290156126022339,0.1721875,0.49,0.3378125
263,0,3,1.66015625,2.33984375,0.16265625,0.4884375,0.34890625
264,0,3,1.6215624809265137,2.3784372806549072,0.15890625,0.4878125,0.35328125
265,0,3,1.5845311880111694,2.415468692779541,0.1415625,0.499375,0.3590625
266,0,3,1.587343692779541,2.412656307220459,0.15078125,0.49078125,0.3584375
267,0,3,1.5832812786102295,2.4167189598083496,0.14765625,0.490625,0.36171875
268,0,3,1.550624966621399,2.4493746757507324,0.150625,0.4859375,0.3634375
269,0,3,1.5531249046325684,2.4468750953674316,0.14859375,0.4796875,0.37171875
270,0,3,1.5134375095367432,2.486562490463257,0.1321875,0.48703125,0.38078125
271,0,3,1.5099999904632568,2.490000009536743,0.13515625,0.47703125,0.3878125
272,0,3,1.4834375381469727,2.5165624618530273,0.12625,0.480625,0.393125
273,0,3,1.4973437786102295,2.5026562213897705,0.11640625,0.4890625,0.39453125
274,0,3,1.4665625095367432,2.533437728881836,0.1109375,0.48203125,0.40703125
275,0,3,1.4289063215255737,2.571094036102295,0.10421875,0.48125,0.41453125
276,0,3,1.4176563024520874,2.582343578338623,0.0965625,0.49921875,0.40421875
277,0,3,1.4070312976837158,2.592968702316284,0.0875,0.48796875,0.42453125
278,0,3,1.4057812690734863,2.5942187309265137,0.08828125,0.4984375,0.41328125
279,0,3,1.3835937976837158,2.616406202316284,0.0771875,0.505,0.4178125
280,0,3,1.4079687595367432,2.592031478881836,0.08140625,0.4975,0.42109375
281,0,3,1.3399999141693115,2.6599998474121094,0.0734375,0.4878125,0.43875
282,0,3,1.3498437404632568,2.650156259536743,0.06671875,0.50515625,0.428125
283,0,3,1.3364062309265137,2.6635937690734863,0.06265625,0.48875,0.44859375
284,0,3,1.3443748950958252,2.6556248664855957,0.06046875,0.5096875,0.42984375
285,0,3,1.3250000476837158,2.674999713897705,0.055,0.4953125,0.4496875
286,0,3,1.345156192779541,2.654843807220459,0.06,0.50828125,0.43171875
287,0,3,1.338437557220459,2.661562442779541,0.05890625,0.5059375,0.43515625
288,0,3,1.3417189121246338,2.6582813262939453,0.0571875,0.5078125,0.435
289,0,3,1.3015625476837158,2.698437213897705,0.05609375,0.48953125,0.454375
290,0,3,1.356406331062317,2.6435937881469727,0.065,0.50125,0.43375
291,0,3,1.3581249713897705,2.6418747901916504,0.07125,0.50953125,0.41921875
292,0,3,1.3434374332427979,2.656562566757202,0.06421875,0.51,0.42578125
293,0,3,1.3618749380111694,2.638124942779541,0.073125,0.51265625,0.41421875
294,0,3,1.3639063835144043,2.6360936164855957,0.07875,0.496875,0.424375
295,0,3,1.3532813787460327,2.6467185020446777,0.07234375,0.51515625,0.4125
296,0,3,1.3679689168930054,2.632031202316284,0.07875,0.50984375,0.41140625
297,0,3,1.3310937881469727,2.6689062118530273,0.08140625,0.50375,0.41484375
298,0,3,1.381874918937683,2.6181249618530273,0.08640625,0.50375,0.40984375
299,0,3,1.361875057220459,2.638124942779541,0.08625,0.496875,0.416875
300,0,3,1.391718864440918,2.608281135559082,0.08890625,0.50765625,0.4034375
301,0,3,1.369687557220459,2.63031268119812,0.091875,0.5121875,0.3959375
302,0,3,1.4160937070846558,2.5839061737060547,0.10921875,0.49625,0.39453125
303,0,3,1.4239063262939453,2.576093912124634,0.1140625,0.500625,0.3853125
304,0,3,1.4248437881469727,2.5751562118530273,0.11046875,0.50828125,0.38125
305,0,3,1.4178125858306885,2.5821874141693115,0.116875,0.4921875,0.3909375
306,0,3,1.4304687976837158,2.569531202316284,0.11484375,0.50625,0.37890625
307,0,3,1.4410936832427979,2.558906078338623,0.121875,0.506875,0.37125
308,0,3,1.4214062690734863,2.5785937309265137,0.1221875,0.50171875,0.37609375
309,0,3,1.4757813215255737,2.524218797683716,0.13640625,0.4975,0.36609375
310,0,3,1.471093773841858,2.5289063453674316,0.1371875,0.49953125,0.36328125
311,0,3,1.4970312118530273,2.5029687881469727,0.15375,0.48921875,0.35703125
312,0,3,1.5021874904632568,2.497812509536743,0.145625,0.4940625,0.3603125
313,0,3,1.4846874475479126,2.5153121948242188,0.14609375,0.4865625,0.36734375
314,0,3,1.4515624046325684,2.5484375953674316,0.13859375,0.49828125,0.363125
315,0,3,1.494687557220459,2.50531268119812,0.15046875,0.4990625,0.35046875
316,0,3,1.4970312118530273,2.5029687881469727,0.1525,0.4946875,0.3528125
317,0,3,1.5145312547683716,2.485468864440918,0.16609375,0.50375,0.33015625
318,0,3,1.5318750143051147,2.4681248664855957,0.17,0.49765625,0.33234375
319,0,3,1.5214062929153442,2.4785938262939453,0.17515625,0.4846875,0.34015625
320,0,3,1.5185937881469727,2.4814062118530273,0.17328125,0.4878125,0.33890625
321,0,3,1.5235936641693115,2.4764060974121094,0.16828125,0.49328125,0.3384375
322,0,3,1.4835937023162842,2.516406297683716,0.1478125,0.4975,0.3546875
323,0,3,1.4712499380111694,2.528749942779541,0.14625,0.48578125,0.36796875
324,0,3,1.4631249904632568,2.536875009536743,0.13953125,0.48609375,0.374375
325,0,3,1.4317187070846558,2.5682811737060547,0.1228125,0.5015625,0.375625
326,0,3,1.436406135559082,2.563593626022339,0.12234375,0.48953125,0.388125
327,0,3,1.4278125762939453,2.5721874237060547,0.11734375,0.49296875,0.3896875
328,0,3,1.4340626001358032,2.5659375190734863,0.11375,0.505625,0.380625
329,0,3,1.3628126382827759,2.6371874809265137,0.09453125,0.495,0.41046875
330,0,3,1.3599998950958252,2.6399998664855957,0.09046875,0.49921875,0.4103125
331,0,3,1.3604687452316284,2.639531135559082,0.0865625,0.5128125,0.400625
332,0,3,1.3196874856948853,2.6803126335144043,0.0715625,0.49703125,0.43140625
333,0,3,1.3184375762939453,2.6815624237060547,0.06734375,0.5028125,0.42984375
334,0,3,1.3028124570846558,2.697187662124634,0.05921875,0.50453125,0.43625
335,0,3,1.2909375429153442,2.7090625762939453,0.058125,0.5046875,0.4371875
336,0,3,1.2784374952316284,2.721562623977661,0.051875,0.513125,0.435
337,0,3,1.285312533378601,2.7146875858306885,0.0503125,0.519375,0.4303125
338,0,3,1.3190624713897705,2.6809375286102295,0.0521875,0.52359375,0.42421875
339,0,3,1.2999999523162842,2.700000047683716,0.055625,0.52109375,0.42328125
340,0,3,1.3026562929153442,2.6973438262939453,0.0525,0.5178125,0.4296875
341,0,3,1.2601561546325684,2.7398436069488525,0.0453125,0.513125,0.4415625
342,0,3,1.2703125476837158,2.729687452316284,0.0453125,0.51953125,0.43515625
343,0,3,1.2704687118530273,2.7295312881469727,0.04640625,0.5203125,0.43328125
344,0,3,1.2721874713897705,2.7278125286102295,0.051875,0.514375,0.43375
